mechanism,split,score_thr,metric,score_min_exportado,TP,FP,FN,precision,recall,f1
expert_E_large_solo,test,0.25,IoU,0.0010040183551609,265,46,425,85.20900321543408,38.40579710144928,52.94705294705294
expert_E_large_solo,test,0.3,IoU,0.0010040183551609,254,37,436,87.2852233676976,36.81159420289856,51.783893985728845
expert_E_large_solo,test,0.35,IoU,0.0010040183551609,248,32,442,88.57142857142857,35.94202898550725,51.1340206185567
expert_E_large_solo,test,0.4,IoU,0.0010040183551609,238,31,452,88.47583643122677,34.492753623188406,49.63503649635037
expert_E_large_solo,test,0.45,IoU,0.0010040183551609,229,25,461,90.15748031496062,33.18840579710145,48.51694915254237
expert_E_large_solo,test,0.5,IoU,0.0010040183551609,217,23,473,90.41666666666669,31.44927536231884,46.66666666666666
expert_E_large_solo,test,0.55,IoU,0.0010040183551609,209,17,481,92.47787610619469,30.28985507246377,45.63318777292577
expert_E_large_solo,test,0.6,IoU,0.0010040183551609,195,11,495,94.66019417475728,28.26086956521739,43.52678571428571
expert_E_large_solo,test,0.7,IoU,0.0010040183551609,169,7,521,96.02272727272728,24.49275362318841,39.03002309468822
expert_E_large_solo,test,0.8,IoU,0.0010040183551609,143,4,547,97.27891156462584,20.724637681159415,34.16965352449223
expert_E_large_solo,test,0.9,IoU,0.0010040183551609,77,2,613,97.46835443037976,11.159420289855072,20.026007802340704
expert_E_large_solo,test,0.01,S-IoU,0.0010040183551609,428,198,247,68.370607028754,63.40740740740741,65.79554189085319
expert_E_large_solo,test,0.05,S-IoU,0.0010040183551609,358,100,304,78.16593886462883,54.0785498489426,63.92857142857144
expert_E_large_solo,test,0.1,S-IoU,0.0010040183551609,331,63,330,84.01015228426397,50.07564296520424,62.74881516587678
expert_E_large_solo,test,0.15,S-IoU,0.0010040183551609,308,53,350,85.3185595567867,46.80851063829788,60.45142296368989
expert_E_large_solo,test,0.2,S-IoU,0.0010040183551609,290,47,370,86.05341246290801,43.93939393939394,58.17452357071213
expert_E_large_solo,test,0.25,S-IoU,0.0010040183551609,274,37,387,88.10289389067523,41.45234493192133,56.37860082304527
expert_E_large_solo,test,0.3,S-IoU,0.0010040183551609,260,31,401,89.3470790378007,39.33434190620272,54.6218487394958
expert_E_large_solo,test,0.35,S-IoU,0.0010040183551609,255,25,407,91.07142857142856,38.51963746223565,54.14012738853503
expert_E_large_solo,test,0.4,S-IoU,0.0010040183551609,247,22,416,91.82156133828995,37.25490196078432,53.00429184549356
expert_E_large_solo,test,0.45,S-IoU,0.0010040183551609,237,17,427,93.30708661417324,35.69277108433735,51.63398692810458
expert_E_large_solo,test,0.5,S-IoU,0.0010040183551609,224,16,439,93.33333333333331,33.78582202111614,49.6124031007752
expert_E_large_solo,test,0.55,S-IoU,0.0010040183551609,213,13,451,94.24778761061948,32.07831325301205,47.86516853932584
expert_E_large_solo,test,0.6,S-IoU,0.0010040183551609,197,9,470,95.63106796116504,29.535232383808097,45.13172966781215
expert_E_large_solo,test,0.7,S-IoU,0.0010040183551609,169,7,504,96.02272727272728,25.11144130757801,39.811542991755005
expert_E_large_solo,test,0.8,S-IoU,0.0010040183551609,143,4,533,97.27891156462584,21.153846153846157,34.75091130012151
expert_E_large_solo,test,0.9,S-IoU,0.0010040183551609,78,1,607,98.73417721518987,11.386861313868613,20.41884816753927
expert_E_medium_solo,field_work,0.01,IoU,0.2500693798065185,671,181,1100,78.75586854460094,37.88819875776397,51.16279069767442
expert_E_medium_solo,field_work,0.05,IoU,0.2500693798065185,671,181,1100,78.75586854460094,37.88819875776397,51.16279069767442
expert_E_medium_solo,field_work,0.1,IoU,0.2500693798065185,671,181,1100,78.75586854460094,37.88819875776397,51.16279069767442
expert_E_medium_solo,field_work,0.15,IoU,0.2500693798065185,671,181,1100,78.75586854460094,37.88819875776397,51.16279069767442
expert_E_medium_solo,field_work,0.2,IoU,0.2500693798065185,671,181,1100,78.75586854460094,37.88819875776397,51.16279069767442
expert_E_medium_solo,field_work,0.25,IoU,0.2500693798065185,671,181,1100,78.75586854460094,37.88819875776397,51.16279069767442
expert_E_medium_solo,field_work,0.3,IoU,0.2500693798065185,636,154,1135,80.50632911392405,35.91191417278374,49.66809839906287
expert_E_medium_solo,field_work,0.35,IoU,0.2500693798065185,587,125,1184,82.4438202247191,33.1451157538114,47.2815142972211
expert_E_medium_solo,field_work,0.4,IoU,0.2500693798065185,549,99,1222,84.72222222222221,30.999435347261432,45.39065729640347
expert_E_medium_solo,field_work,0.45,IoU,0.2500693798065185,508,86,1263,85.52188552188552,28.684359119141728,42.959830866807614
expert_E_medium_solo,field_work,0.5,IoU,0.2500693798065185,464,66,1307,87.54716981132076,26.199887069452288,40.330291177748805
expert_E_medium_solo,field_work,0.55,IoU,0.2500693798065185,419,51,1352,89.14893617021276,23.65894974590627,37.394020526550655
expert_E_medium_solo,field_work,0.6,IoU,0.2500693798065185,375,36,1396,91.24087591240875,21.174477696216822,34.37213565536206
expert_E_medium_solo,field_work,0.7,IoU,0.2500693798065185,273,16,1498,94.4636678200692,15.41501976284585,26.50485436893204
expert_E_medium_solo,field_work,0.8,IoU,0.2500693798065185,143,4,1628,97.27891156462584,8.074534161490684,14.911366006256516
expert_E_medium_solo,field_work,0.9,IoU,0.2500693798065185,11,0,1760,100.0,0.6211180124223602,1.234567901234568
expert_E_medium_solo,field_work,0.01,S-IoU,0.2500693798065185,706,146,1000,82.86384976525821,41.38335287221571,55.19937451133698
expert_E_medium_solo,field_work,0.05,S-IoU,0.2500693798065185,706,146,1000,82.86384976525821,41.38335287221571,55.19937451133698
expert_E_medium_solo,field_work,0.1,S-IoU,0.2500693798065185,706,146,1000,82.86384976525821,41.38335287221571,55.19937451133698
expert_E_medium_solo,field_work,0.15,S-IoU,0.2500693798065185,706,146,1000,82.86384976525821,41.38335287221571,55.19937451133698
expert_E_medium_solo,field_work,0.2,S-IoU,0.2500693798065185,706,146,1000,82.86384976525821,41.38335287221571,55.19937451133698
expert_E_medium_solo,field_work,0.25,S-IoU,0.2500693798065185,706,146,1000,82.86384976525821,41.38335287221571,55.19937451133698
expert_E_medium_solo,field_work,0.3,S-IoU,0.2500693798065185,662,128,1042,83.79746835443038,38.84976525821596,53.087409783480354
expert_E_medium_solo,field_work,0.35,S-IoU,0.2500693798065185,602,110,1101,84.5505617977528,35.34938344098649,49.85507246376812
expert_E_medium_solo,field_work,0.4,S-IoU,0.2500693798065185,556,92,1152,85.80246913580247,32.55269320843091,47.19864176570458
expert_E_medium_solo,field_work,0.45,S-IoU,0.2500693798065185,513,81,1197,86.36363636363636,30.0,44.53125
expert_E_medium_solo,field_work,0.5,S-IoU,0.2500693798065185,464,66,1252,87.54716981132076,27.03962703962704,41.31789848619769
expert_E_medium_solo,field_work,0.55,S-IoU,0.2500693798065185,416,54,1307,88.51063829787233,24.14393499709809,37.93889648882809
expert_E_medium_solo,field_work,0.6,S-IoU,0.2500693798065185,366,45,1365,89.05109489051095,21.14384748700173,34.173669467787114
expert_E_medium_solo,field_work,0.7,S-IoU,0.2500693798065185,269,20,1485,93.07958477508652,15.3363740022805,26.33382280959373
expert_E_medium_solo,field_work,0.8,S-IoU,0.2500693798065185,139,8,1626,94.5578231292517,7.875354107648726,14.539748953974891
expert_E_medium_solo,field_work,0.9,S-IoU,0.2500693798065185,11,0,1760,100.0,0.6211180124223602,1.234567901234568
expert_E_medium_solo,test,0.01,IoU,0.0010009438265115,532,655,158,44.81887110362258,77.10144927536233,56.68620138518913
expert_E_medium_solo,test,0.05,IoU,0.0010009438265115,481,287,209,62.630208333333336,69.71014492753623,65.98079561042523
expert_E_medium_solo,test,0.1,IoU,0.0010009438265115,441,191,249,69.77848101265823,63.91304347826087,66.71709531013616
expert_E_medium_solo,test,0.15,IoU,0.0010009438265115,417,133,273,75.81818181818181,60.43478260869565,67.25806451612904
expert_E_medium_solo,test,0.2,IoU,0.0010009438265115,390,103,300,79.10750507099391,56.52173913043478,65.93406593406593
expert_E_medium_solo,test,0.25,IoU,0.0010009438265115,379,78,311,82.93216630196937,54.927536231884055,66.08544027898867
expert_E_medium_solo,test,0.3,IoU,0.0010009438265115,357,65,333,84.59715639810426,51.73913043478261,64.20863309352518
expert_E_medium_solo,test,0.35,IoU,0.0010009438265115,342,54,348,86.36363636363636,49.56521739130435,62.983425414364646
expert_E_medium_solo,test,0.4,IoU,0.0010009438265115,323,41,367,88.73626373626374,46.81159420289855,61.29032258064516
expert_E_medium_solo,test,0.45,IoU,0.0010009438265115,300,34,390,89.82035928143712,43.47826086956522,58.59375
expert_E_medium_solo,test,0.5,IoU,0.0010009438265115,282,24,408,92.15686274509804,40.869565217391305,56.62650602409639
expert_E_medium_solo,test,0.55,IoU,0.0010009438265115,265,18,425,93.63957597173145,38.40579710144928,54.47070914696815
expert_E_medium_solo,test,0.6,IoU,0.0010009438265115,228,15,462,93.82716049382717,33.04347826086956,48.87459807073954
expert_E_medium_solo,test,0.7,IoU,0.0010009438265115,176,8,514,95.65217391304348,25.507246376811597,40.2745995423341
expert_E_medium_solo,test,0.8,IoU,0.0010009438265115,112,2,578,98.24561403508773,16.231884057971012,27.86069651741293
expert_E_medium_solo,test,0.9,IoU,0.0010009438265115,12,0,678,100.0,1.7391304347826086,3.418803418803419
expert_E_medium_solo,test,0.01,S-IoU,0.0010009438265115,573,614,127,48.27295703454086,81.85714285714286,60.73131955484897
expert_E_medium_solo,test,0.05,S-IoU,0.0010009438265115,495,273,179,64.453125,73.44213649851632,68.65464632454923
expert_E_medium_solo,test,0.1,S-IoU,0.0010009438265115,449,183,224,71.04430379746836,66.71619613670133,68.81226053639847
expert_E_medium_solo,test,0.15,S-IoU,0.0010009438265115,421,129,250,76.54545454545455,62.74217585692996,68.95986895986897
expert_E_medium_solo,test,0.2,S-IoU,0.0010009438265115,394,99,278,79.91886409736308,58.63095238095239,67.63948497854078
expert_E_medium_solo,test,0.25,S-IoU,0.0010009438265115,379,78,294,82.93216630196937,56.3150074294205,67.07964601769912
expert_E_medium_solo,test,0.3,S-IoU,0.0010009438265115,357,65,317,84.59715639810426,52.967359050445104,65.14598540145985
expert_E_medium_solo,test,0.35,S-IoU,0.0010009438265115,342,54,333,86.36363636363636,50.66666666666667,63.8655462184874
expert_E_medium_solo,test,0.4,S-IoU,0.0010009438265115,324,40,352,89.01098901098901,47.92899408284024,62.30769230769231
expert_E_medium_solo,test,0.45,S-IoU,0.0010009438265115,302,32,376,90.41916167664672,44.54277286135693,59.68379446640317
expert_E_medium_solo,test,0.5,S-IoU,0.0010009438265115,282,24,395,92.15686274509804,41.65435745937962,57.37538148524924
expert_E_medium_solo,test,0.55,S-IoU,0.0010009438265115,266,17,415,93.9929328621908,39.06020558002937,55.18672199170125
expert_E_medium_solo,test,0.6,S-IoU,0.0010009438265115,228,15,454,93.82716049382717,33.43108504398827,49.2972972972973
expert_E_medium_solo,test,0.7,S-IoU,0.0010009438265115,176,8,509,95.65217391304348,25.693430656934307,40.50632911392405
expert_E_medium_solo,test,0.8,S-IoU,0.0010009438265115,112,2,577,98.24561403508773,16.25544267053701,27.895392278953924
expert_E_medium_solo,test,0.9,S-IoU,0.0010009438265115,12,0,678,100.0,1.7391304347826086,3.418803418803419
expert_E_small_solo,field_work,0.01,IoU,0.2510686814785003,227,79,1544,74.18300653594771,12.817617165443252,21.858449687048623
expert_E_small_solo,field_work,0.05,IoU,0.2510686814785003,227,79,1544,74.18300653594771,12.817617165443252,21.858449687048623
expert_E_small_solo,field_work,0.1,IoU,0.2510686814785003,227,79,1544,74.18300653594771,12.817617165443252,21.858449687048623
expert_E_small_solo,field_work,0.15,IoU,0.2510686814785003,227,79,1544,74.18300653594771,12.817617165443252,21.858449687048623
expert_E_small_solo,field_work,0.2,IoU,0.2510686814785003,227,79,1544,74.18300653594771,12.817617165443252,21.858449687048623
expert_E_small_solo,field_work,0.25,IoU,0.2510686814785003,227,79,1544,74.18300653594771,12.817617165443252,21.858449687048623
expert_E_small_solo,field_work,0.3,IoU,0.2510686814785003,211,58,1560,78.43866171003717,11.914172783738,20.686274509803923
expert_E_small_solo,field_work,0.35,IoU,0.2510686814785003,190,43,1581,81.54506437768241,10.72840203274986,18.962075848303392
expert_E_small_solo,field_work,0.4,IoU,0.2510686814785003,171,33,1600,83.82352941176471,9.655561829474872,17.31645569620253
expert_E_small_solo,field_work,0.45,IoU,0.2510686814785003,159,29,1612,84.57446808510637,8.977978543195935,16.232771822358348
expert_E_small_solo,field_work,0.5,IoU,0.2510686814785003,136,18,1635,88.31168831168831,7.679277244494635,14.12987012987013
expert_E_small_solo,field_work,0.55,IoU,0.2510686814785003,119,15,1652,88.80597014925374,6.719367588932807,12.493438320209972
expert_E_small_solo,field_work,0.6,IoU,0.2510686814785003,97,14,1674,87.38738738738738,5.4771315640880855,10.30818278427205
expert_E_small_solo,field_work,0.7,IoU,0.2510686814785003,67,5,1704,93.05555555555556,3.78317334839074,7.2707542051003795
expert_E_small_solo,field_work,0.8,IoU,0.2510686814785003,35,1,1736,97.2222222222222,1.9762845849802373,3.87382401770891
expert_E_small_solo,field_work,0.9,IoU,0.2510686814785003,1,0,1770,100.0,0.0564652738565782,0.1128668171557562
expert_E_small_solo,field_work,0.01,S-IoU,0.2510686814785003,248,58,1515,81.04575163398692,14.06693136698809,23.97293378443693
expert_E_small_solo,field_work,0.05,S-IoU,0.2510686814785003,248,58,1515,81.04575163398692,14.06693136698809,23.97293378443693
expert_E_small_solo,field_work,0.1,S-IoU,0.2510686814785003,248,58,1515,81.04575163398692,14.06693136698809,23.97293378443693
expert_E_small_solo,field_work,0.15,S-IoU,0.2510686814785003,248,58,1515,81.04575163398692,14.06693136698809,23.97293378443693
expert_E_small_solo,field_work,0.2,S-IoU,0.2510686814785003,248,58,1515,81.04575163398692,14.06693136698809,23.97293378443693
expert_E_small_solo,field_work,0.25,S-IoU,0.2510686814785003,248,58,1515,81.04575163398692,14.06693136698809,23.97293378443693
expert_E_small_solo,field_work,0.3,S-IoU,0.2510686814785003,226,43,1538,84.01486988847584,12.811791383219957,22.23315297589769
expert_E_small_solo,field_work,0.35,S-IoU,0.2510686814785003,203,30,1562,87.1244635193133,11.5014164305949,20.32032032032032
expert_E_small_solo,field_work,0.4,S-IoU,0.2510686814785003,181,23,1584,88.72549019607843,10.254957507082151,18.384966988318947
expert_E_small_solo,field_work,0.45,S-IoU,0.2510686814785003,167,21,1598,88.82978723404256,9.461756373937677,17.10189452124936
expert_E_small_solo,field_work,0.5,S-IoU,0.2510686814785003,140,14,1626,90.9090909090909,7.9275198187995475,14.583333333333334
expert_E_small_solo,field_work,0.55,S-IoU,0.2510686814785003,122,12,1644,91.04477611940298,6.908267270668176,12.842105263157894
expert_E_small_solo,field_work,0.6,S-IoU,0.2510686814785003,100,11,1666,90.09009009009009,5.662514156285391,10.655301012253595
expert_E_small_solo,field_work,0.7,S-IoU,0.2510686814785003,69,3,1700,95.83333333333334,3.900508762012436,7.495926127104833
expert_E_small_solo,field_work,0.8,S-IoU,0.2510686814785003,36,0,1735,100.0,2.032749858836816,3.984504703929164
expert_E_small_solo,field_work,0.9,S-IoU,0.2510686814785003,1,0,1770,100.0,0.0564652738565782,0.1128668171557562
expert_E_small_solo,test,0.01,IoU,0.0010002766503021,172,457,518,27.344992050874406,24.92753623188406,26.080363912054587
expert_E_small_solo,test,0.05,IoU,0.0010002766503021,136,158,554,46.25850340136054,19.710144927536238,27.642276422764237
expert_E_small_solo,test,0.1,IoU,0.0010002766503021,116,88,574,56.86274509803921,16.81159420289855,25.95078299776286
expert_E_small_solo,test,0.15,IoU,0.0010002766503021,103,57,587,64.375,14.92753623188406,24.23529411764706
expert_E_small_solo,test,0.2,IoU,0.0010002766503021,94,37,596,71.7557251908397,13.623188405797102,22.89890377588307
expert_E_small_solo,test,0.25,IoU,0.0010002766503021,85,30,605,73.91304347826086,12.318840579710146,21.11801242236025
expert_E_small_solo,test,0.3,IoU,0.0010002766503021,74,23,616,76.28865979381443,10.72463768115942,18.805590851334177
expert_E_small_solo,test,0.35,IoU,0.0010002766503021,68,18,622,79.06976744186046,9.855072463768115,17.525773195876287
expert_E_small_solo,test,0.4,IoU,0.0010002766503021,62,15,628,80.51948051948052,8.985507246376812,16.166883963494133
expert_E_small_solo,test,0.45,IoU,0.0010002766503021,58,9,632,86.56716417910447,8.405797101449275,15.323645970937912
expert_E_small_solo,test,0.5,IoU,0.0010002766503021,53,7,637,88.33333333333333,7.681159420289855,14.133333333333336
expert_E_small_solo,test,0.55,IoU,0.0010002766503021,49,6,641,89.0909090909091,7.101449275362319,13.154362416107382
expert_E_small_solo,test,0.6,IoU,0.0010002766503021,43,4,647,91.48936170212764,6.231884057971015,11.668928086838536
expert_E_small_solo,test,0.7,IoU,0.0010002766503021,31,3,659,91.17647058823528,4.492753623188406,8.56353591160221
expert_E_small_solo,test,0.8,IoU,0.0010002766503021,12,0,678,100.0,1.7391304347826086,3.418803418803419
expert_E_small_solo,test,0.9,IoU,0.0010002766503021,1,0,689,100.0,0.144927536231884,0.2894356005788712
expert_E_small_solo,test,0.01,S-IoU,0.0010002766503021,184,445,503,29.252782193958662,26.78311499272198,27.96352583586626
expert_E_small_solo,test,0.05,S-IoU,0.0010002766503021,138,156,547,46.93877551020408,20.145985401459853,28.192032686414716
expert_E_small_solo,test,0.1,S-IoU,0.0010002766503021,117,87,569,57.35294117647059,17.05539358600583,26.29213483146067
expert_E_small_solo,test,0.15,S-IoU,0.0010002766503021,99,61,585,61.875,14.473684210526317,23.459715639810423
expert_E_small_solo,test,0.2,S-IoU,0.0010002766503021,91,40,593,69.46564885496184,13.304093567251464,22.331288343558285
expert_E_small_solo,test,0.25,S-IoU,0.0010002766503021,85,30,603,73.91304347826086,12.354651162790695,21.1706102117061
expert_E_small_solo,test,0.3,S-IoU,0.0010002766503021,73,24,615,75.25773195876289,10.61046511627907,18.598726114649683
expert_E_small_solo,test,0.35,S-IoU,0.0010002766503021,68,18,621,79.06976744186046,9.869375907111756,17.548387096774192
expert_E_small_solo,test,0.4,S-IoU,0.0010002766503021,62,15,627,80.51948051948052,8.99854862119013,16.18798955613577
expert_E_small_solo,test,0.45,S-IoU,0.0010002766503021,58,9,631,86.56716417910447,8.417997097242381,15.343915343915343
expert_E_small_solo,test,0.5,S-IoU,0.0010002766503021,53,7,636,88.33333333333333,7.6923076923076925,14.152202937249667
expert_E_small_solo,test,0.55,S-IoU,0.0010002766503021,49,6,640,89.0909090909091,7.111756168359943,13.17204301075269
expert_E_small_solo,test,0.6,S-IoU,0.0010002766503021,43,4,647,91.48936170212764,6.231884057971015,11.668928086838536
expert_E_small_solo,test,0.7,S-IoU,0.0010002766503021,31,3,659,91.17647058823528,4.492753623188406,8.56353591160221
expert_E_small_solo,test,0.8,S-IoU,0.0010002766503021,12,0,678,100.0,1.7391304347826086,3.418803418803419
expert_E_small_solo,test,0.9,S-IoU,0.0010002766503021,1,0,689,100.0,0.144927536231884,0.2894356005788712
random_ensemble,field_work,0.01,IoU,0.2501912117004394,772,86,999,89.97668997668997,43.59119141727837,58.729554963864594
random_ensemble,field_work,0.05,IoU,0.2501912117004394,772,86,999,89.97668997668997,43.59119141727837,58.729554963864594
random_ensemble,field_work,0.1,IoU,0.2501912117004394,772,86,999,89.97668997668997,43.59119141727837,58.729554963864594
random_ensemble,field_work,0.15,IoU,0.2501912117004394,772,86,999,89.97668997668997,43.59119141727837,58.729554963864594
random_ensemble,field_work,0.2,IoU,0.2501912117004394,772,86,999,89.97668997668997,43.59119141727837,58.729554963864594
random_ensemble,field_work,0.25,IoU,0.2501912117004394,772,86,999,89.97668997668997,43.59119141727837,58.729554963864594
random_ensemble,field_work,0.3,IoU,0.2501912117004394,643,55,1128,92.12034383954156,36.307171089779786,52.08586472255974
random_ensemble,field_work,0.35,IoU,0.2501912117004394,477,39,1294,92.44186046511628,26.9339356295878,41.71403585483166
random_ensemble,field_work,0.4,IoU,0.2501912117004394,322,17,1449,94.98525073746312,18.181818181818183,30.521327014218013
random_ensemble,field_work,0.45,IoU,0.2501912117004394,187,11,1584,94.44444444444444,10.559006211180124,18.994413407821227
random_ensemble,field_work,0.5,IoU,0.2501912117004394,107,4,1664,96.3963963963964,6.041784302653868,11.370882040382572
random_ensemble,field_work,0.55,IoU,0.2501912117004394,53,2,1718,96.36363636363636,2.9926595143986447,5.805038335158817
random_ensemble,field_work,0.6,IoU,0.2501912117004394,25,1,1746,96.15384615384616,1.4116318464144553,2.7824151363383423
random_ensemble,field_work,0.7,IoU,0.2501912117004394,2,1,1769,66.66666666666666,0.1129305477131564,0.2254791431792559
random_ensemble,field_work,0.01,S-IoU,0.2501912117004394,775,83,889,90.32634032634031,46.574519230769226,61.45915939730373
random_ensemble,field_work,0.05,S-IoU,0.2501912117004394,775,83,889,90.32634032634031,46.574519230769226,61.45915939730373
random_ensemble,field_work,0.1,S-IoU,0.2501912117004394,775,83,889,90.32634032634031,46.574519230769226,61.45915939730373
random_ensemble,field_work,0.15,S-IoU,0.2501912117004394,775,83,889,90.32634032634031,46.574519230769226,61.45915939730373
random_ensemble,field_work,0.2,S-IoU,0.2501912117004394,775,83,889,90.32634032634031,46.574519230769226,61.45915939730373
random_ensemble,field_work,0.25,S-IoU,0.2501912117004394,775,83,889,90.32634032634031,46.574519230769226,61.45915939730373
random_ensemble,field_work,0.3,S-IoU,0.2501912117004394,644,54,1047,92.26361031518626,38.08397397989356,53.913771452490586
random_ensemble,field_work,0.35,S-IoU,0.2501912117004394,480,36,1234,93.02325581395348,28.004667444574093,43.049327354260086
random_ensemble,field_work,0.4,S-IoU,0.2501912117004394,321,18,1422,94.69026548672566,18.416523235800344,30.835734870317
random_ensemble,field_work,0.45,S-IoU,0.2501912117004394,186,12,1567,93.93939393939394,10.610382201939531,19.067145053818557
random_ensemble,field_work,0.5,S-IoU,0.2501912117004394,106,5,1659,95.4954954954955,6.005665722379604,11.300639658848617
random_ensemble,field_work,0.55,S-IoU,0.2501912117004394,50,5,1717,90.9090909090909,2.829654782116582,5.488474204171241
random_ensemble,field_work,0.6,S-IoU,0.2501912117004394,23,3,1746,88.46153846153845,1.3001695873374788,2.562674094707521
random_ensemble,field_work,0.7,S-IoU,0.2501912117004394,2,1,1769,66.66666666666666,0.1129305477131564,0.2254791431792559
random_ensemble,test,0.01,IoU,0.0100176371634006,672,1546,18,30.297565374211,97.3913043478261,46.217331499312245
random_ensemble,test,0.05,IoU,0.0100176371634006,645,431,45,59.94423791821561,93.47826086956522,73.04643261608153
random_ensemble,test,0.1,IoU,0.0100176371634006,615,209,75,74.63592233009709,89.13043478260869,81.24174372523116
random_ensemble,test,0.15,IoU,0.0100176371634006,584,119,106,83.07254623044096,84.63768115942028,83.84781048097632
random_ensemble,test,0.2,IoU,0.0100176371634006,543,70,147,88.58075040783035,78.69565217391305,83.34612432847275
random_ensemble,test,0.25,IoU,0.0100176371634006,500,44,190,91.91176470588236,72.46376811594203,81.03727714748784
random_ensemble,test,0.3,IoU,0.0100176371634006,443,26,247,94.45628997867804,64.20289855072464,76.44521138912856
random_ensemble,test,0.35,IoU,0.0100176371634006,367,13,323,96.57894736842104,53.188405797101446,68.5981308411215
random_ensemble,test,0.4,IoU,0.0100176371634006,262,6,428,97.76119402985076,37.971014492753625,54.697286012526106
random_ensemble,test,0.45,IoU,0.0100176371634006,173,2,517,98.85714285714286,25.072463768115945,40.0
random_ensemble,test,0.5,IoU,0.0100176371634006,106,0,584,100.0,15.36231884057971,26.63316582914573
random_ensemble,test,0.55,IoU,0.0100176371634006,50,0,640,100.0,7.246376811594203,13.513513513513512
random_ensemble,test,0.6,IoU,0.0100176371634006,30,0,660,100.0,4.3478260869565215,8.333333333333332
random_ensemble,test,0.7,IoU,0.0100176371634006,5,0,685,100.0,0.7246376811594203,1.4388489208633093
random_ensemble,test,0.01,S-IoU,0.0100176371634006,883,1335,6,39.81064021641118,99.32508436445444,56.83939491470872
random_ensemble,test,0.05,S-IoU,0.0100176371634006,720,356,20,66.91449814126395,97.2972972972973,79.29515418502203
random_ensemble,test,0.1,S-IoU,0.0100176371634006,644,180,43,78.15533980582524,93.74090247452692,85.24156187954996
random_ensemble,test,0.15,S-IoU,0.0100176371634006,595,108,65,84.63726884779517,90.15151515151516,87.30741012472487
random_ensemble,test,0.2,S-IoU,0.0100176371634006,548,65,110,89.39641109298532,83.28267477203647,86.23131392604247
random_ensemble,test,0.25,S-IoU,0.0100176371634006,498,46,158,91.54411764705884,75.91463414634147,83.0
random_ensemble,test,0.3,S-IoU,0.0100176371634006,438,31,223,93.3901918976546,66.26323751891074,77.52212389380531
random_ensemble,test,0.35,S-IoU,0.0100176371634006,362,18,306,95.26315789473684,54.19161676646706,69.08396946564885
random_ensemble,test,0.4,S-IoU,0.0100176371634006,258,10,419,96.26865671641792,38.10930576070901,54.60317460317461
random_ensemble,test,0.45,S-IoU,0.0100176371634006,170,5,512,97.14285714285714,24.9266862170088,39.6732788798133
random_ensemble,test,0.5,S-IoU,0.0100176371634006,104,2,584,98.1132075471698,15.11627906976744,26.196473551637272
random_ensemble,test,0.55,S-IoU,0.0100176371634006,50,0,640,100.0,7.246376811594203,13.513513513513512
random_ensemble,test,0.6,S-IoU,0.0100176371634006,30,0,660,100.0,4.3478260869565215,8.333333333333332
random_ensemble,test,0.7,S-IoU,0.0100176371634006,5,0,685,100.0,0.7246376811594203,1.4388489208633093
