mechanism,split,score_thr,metric,score_min_exportado,TP,FP,FN,precision,recall,f1
btm_forest_soup,field_work,0.1,IoU,0.0201,511,59,1260,89.64912280701755,28.85375494071146,43.65655702691158
btm_forest_soup,field_work,0.15,IoU,0.0201,423,38,1348,91.75704989154013,23.88481084133258,37.903225806451616
btm_forest_soup,field_work,0.2,IoU,0.0201,340,25,1431,93.15068493150685,19.198193111236588,31.835205992509362
btm_forest_soup,field_work,0.25,IoU,0.0201,285,21,1486,93.13725490196079,16.092603049124786,27.443428021184396
btm_forest_soup,field_work,0.3,IoU,0.0201,237,9,1534,96.34146341463415,13.382269904009034,23.500247892910263
btm_forest_soup,field_work,0.35,IoU,0.0201,193,5,1578,97.47474747474747,10.897797854319593,19.603859827323515
btm_forest_soup,field_work,0.4,IoU,0.0201,142,4,1629,97.26027397260275,8.018068887634106,14.814814814814817
btm_forest_soup,field_work,0.45,IoU,0.0201,110,1,1661,99.09909909909909,6.211180124223603,11.689691817215728
btm_forest_soup,field_work,0.5,IoU,0.0201,70,0,1701,100.0,3.9525691699604746,7.604562737642586
btm_forest_soup,field_work,0.55,IoU,0.0201,44,0,1727,100.0,2.484472049689441,4.848484848484848
btm_forest_soup,field_work,0.6,IoU,0.0201,21,0,1750,100.0,1.185770750988142,2.34375
btm_forest_soup,field_work,0.7,IoU,0.0201,5,0,1766,100.0,0.282326369282891,0.5630630630630631
btm_forest_soup,field_work,0.8,IoU,0.0201,0,0,1771,0.0,0.0,0.0
btm_forest_soup,field_work,0.9,IoU,0.0201,0,0,1771,0.0,0.0,0.0
btm_forest_soup,field_work,0.02,S-IoU,0.0201,866,191,866,81.92999053926206,50.0,62.101111509501614
btm_forest_soup,field_work,0.05,S-IoU,0.0201,653,97,1070,87.06666666666666,37.899013348810215,52.81035179943389
btm_forest_soup,field_work,0.1,S-IoU,0.0201,519,51,1212,91.05263157894737,29.98266897746967,45.11082138200782
btm_forest_soup,field_work,0.15,S-IoU,0.0201,424,37,1311,91.97396963123644,24.438040345821328,38.61566484517305
btm_forest_soup,field_work,0.2,S-IoU,0.0201,339,26,1402,92.87671232876711,19.471568064330842,32.193732193732195
btm_forest_soup,field_work,0.25,S-IoU,0.0201,288,18,1460,94.11764705882352,16.475972540045767,28.042843232716653
btm_forest_soup,field_work,0.3,S-IoU,0.0201,235,11,1522,95.52845528455285,13.375071143995445,23.464802795806285
btm_forest_soup,field_work,0.35,S-IoU,0.0201,187,11,1571,94.44444444444444,10.637087599544937,19.120654396728018
