experiment,split,mechanism,threshold,metric,TP,FP,FN,precision,recall,f1,mAP50,mAP50_95
juniperus_btm_heterogeneous_20260824_091248,field_work,btm_forest_ensemble_uniform,@50,S-IoU,1088,810,249,57.32349841938883,81.37621540762902,67.26429675425038,0.6944072148583098,0.41006407107450915
juniperus_btm_heterogeneous_20260824_091248,field_work,btm_forest_ensemble_uniform,@75,IoU,911,987,860,47.997892518440466,51.439864483342745,49.65930771327338,0.6944072148583098,0.41006407107450915
juniperus_btm_heterogeneous_20260824_091248,field_work,btm_forest_ensemble_uniform,@75,S-IoU,805,1093,352,42.413066385669126,69.57649092480554,52.700490998363335,0.6944072148583098,0.41006407107450915
juniperus_btm_heterogeneous_20260824_091248,field_work,btm_forest_ensemble_weighted,@50,IoU,1316,584,455,69.26315789473684,74.30830039525692,71.69708526287116,0.6942420550879322,0.4098764585329254
juniperus_btm_heterogeneous_20260824_091248,field_work,btm_forest_ensemble_weighted,@50,S-IoU,1090,810,249,57.36842105263158,81.40403286034355,67.30472368014819,0.6942420550879322,0.4098764585329254
juniperus_btm_heterogeneous_20260824_091248,field_work,btm_forest_ensemble_weighted,@75,IoU,911,989,860,47.94736842105263,51.439864483342745,49.63225279215473,0.6942420550879322,0.4098764585329254
juniperus_btm_heterogeneous_20260824_091248,field_work,btm_forest_ensemble_weighted,@75,S-IoU,805,1095,352,42.368421052631575,69.57649092480554,52.6660124304874,0.6942420550879322,0.4098764585329254
juniperus_btm_heterogeneous_20260824_091248,field_work,random_ensemble,@50,IoU,1294,510,477,71.72949002217295,73.06606437041219,72.3916083916084,0.6877662556236338,0.41867147950242156
juniperus_btm_heterogeneous_20260824_091248,field_work,random_ensemble,@50,S-IoU,1072,732,263,59.42350332594235,80.29962546816479,68.30200700860145,0.6877662556236338,0.41867147950242156
juniperus_btm_heterogeneous_20260824_091248,field_work,random_ensemble,@75,IoU,939,865,832,52.050997782705096,53.02089215132694,52.53146853146854,0.6877662556236338,0.41867147950242156
juniperus_btm_heterogeneous_20260824_091248,field_work,random_ensemble,@75,S-IoU,817,987,358,45.288248337028826,69.53191489361701,54.850621013763,0.6877662556236338,0.41867147950242156
