experiment,split,mechanism,threshold,metric,TP,FP,FN,precision,recall,f1,mAP50,mAP50_95
juniperus_seg_by_region_20260828_114011,field_work,dense_baseline,@75,S-IoU,1000,543,509,64.80881399870383,66.26905235255136,65.53079947575361,0.6050564135027984,0.3077482491934694
juniperus_seg_by_region_20260828_114011,field_work,expert_E_region0_solo,@50,IoU,1195,349,576,77.39637305699482,67.47600225861096,72.09653092006032,0.6345878185460541,0.324625683452396
juniperus_seg_by_region_20260828_114011,field_work,expert_E_region0_solo,@50,S-IoU,1269,275,388,82.18911917098445,76.58418829209414,79.28772258669167,0.6345878185460541,0.324625683452396
juniperus_seg_by_region_20260828_114011,field_work,expert_E_region0_solo,@75,IoU,665,879,1106,43.06994818652849,37.54940711462451,40.120663650075414,0.6345878185460541,0.324625683452396
juniperus_seg_by_region_20260828_114011,field_work,expert_E_region0_solo,@75,S-IoU,1039,505,501,67.29274611398964,67.46753246753246,67.38002594033722,0.6345878185460541,0.324625683452396
juniperus_seg_by_region_20260828_114011,field_work,expert_E_region1_solo,@50,IoU,909,166,862,84.55813953488372,51.32693393562959,63.87912860154604,0.4873069064082026,0.2629450989137431
juniperus_seg_by_region_20260828_114011,field_work,expert_E_region1_solo,@50,S-IoU,954,121,706,88.74418604651163,57.46987951807229,69.76234003656306,0.4873069064082026,0.2629450989137431
juniperus_seg_by_region_20260828_114011,field_work,expert_E_region1_solo,@75,IoU,561,514,1210,52.18604651162791,31.67701863354037,39.42375263527758,0.4873069064082026,0.2629450989137431
juniperus_seg_by_region_20260828_114011,field_work,expert_E_region1_solo,@75,S-IoU,817,258,773,76.0,51.38364779874214,61.31332082551595,0.4873069064082026,0.2629450989137431
juniperus_seg_by_region_20260828_114011,field_work,btm_forest_ensemble_uniform,@50,IoU,1225,484,546,71.6793446459918,69.1699604743083,70.40229885057472,0.6408761259012452,0.3319383638463132
juniperus_seg_by_region_20260828_114011,field_work,btm_forest_ensemble_uniform,@50,S-IoU,1382,327,358,80.86600351082505,79.42528735632183,80.13917077413744,0.6408761259012452,0.3319383638463132
juniperus_seg_by_region_20260828_114011,field_work,btm_forest_ensemble_uniform,@75,IoU,692,1017,1079,40.49151550614394,39.073969508752114,39.77011494252873,0.6408761259012452,0.3319383638463132
juniperus_seg_by_region_20260828_114011,field_work,btm_forest_ensemble_uniform,@75,S-IoU,1098,611,457,64.24809830310123,70.61093247588424,67.27941176470588,0.6408761259012452,0.3319383638463132
juniperus_seg_by_region_20260828_114011,field_work,btm_forest_ensemble_weighted,@50,IoU,1226,482,545,71.77985948477752,69.22642574816487,70.48002299511354,0.6432323695676058,0.33168984634770754
juniperus_seg_by_region_20260828_114011,field_work,btm_forest_ensemble_weighted,@50,S-IoU,1382,326,358,80.91334894613583,79.42528735632183,80.16241299303944,0.6432323695676058,0.33168984634770754
juniperus_seg_by_region_20260828_114011,field_work,btm_forest_ensemble_weighted,@75,IoU,693,1015,1078,40.57377049180328,39.130434782608695,39.83903420523139,0.6432323695676058,0.33168984634770754
juniperus_seg_by_region_20260828_114011,field_work,btm_forest_ensemble_weighted,@75,S-IoU,1101,607,457,64.46135831381733,70.66752246469832,67.42192284139621,0.6432323695676058,0.33168984634770754
juniperus_seg_by_region_20260828_114011,field_work,btm_forest_soup,@50,IoU,1067,173,704,86.04838709677419,60.24844720496895,70.87346396545998,0.5781715189544774,0.33416465326990197
juniperus_seg_by_region_20260828_114011,field_work,btm_forest_soup,@50,S-IoU,1082,158,575,87.25806451612902,65.29873264936631,74.69796341042458,0.5781715189544774,0.33416465326990197
juniperus_seg_by_region_20260828_114011,field_work,btm_forest_soup,@75,IoU,738,502,1033,59.51612903225807,41.67137210615471,49.02025905014946,0.5781715189544774,0.33416465326990197
juniperus_seg_by_region_20260828_114011,field_work,btm_forest_soup,@75,S-IoU,939,301,638,75.7258064516129,59.5434369055168,66.66666666666666,0.5781715189544774,0.33416465326990197
juniperus_seg_by_region_20260828_114011,field_work,random_ensemble,@50,IoU,1208,515,563,70.11027278003482,68.21005081874647,69.14710933028049,0.6171006463337028,0.30143957003480737
juniperus_seg_by_region_20260828_114011,field_work,random_ensemble,@50,S-IoU,1350,373,305,78.35171213000581,81.57099697885197,79.92895204262878,0.6171006463337028,0.30143957003480737
juniperus_seg_by_region_20260828_114011,field_work,random_ensemble,@75,IoU,626,1097,1145,36.3319791062101,35.347261434217955,35.832856325128795,0.6171006463337028,0.30143957003480737
juniperus_seg_by_region_20260828_114011,field_work,random_ensemble,@75,S-IoU,1121,602,383,65.06094022054556,74.5345744680851,69.47629377130463,0.6171006463337028,0.30143957003480737
juniperus_seg_by_region_20260831_073029,test,dense_baseline,@50,IoU,616,173,74,78.07351077313055,89.27536231884058,83.29952670723463,0.8693208827703859,0.5804825249149717
juniperus_seg_by_region_20260831_073029,test,dense_baseline,@50,S-IoU,624,165,23,79.08745247148289,96.44513137557959,86.90807799442896,0.8693208827703859,0.5804825249149717
juniperus_seg_by_region_20260831_073029,test,dense_baseline,@75,IoU,500,289,190,63.37135614702155,72.46376811594203,67.6132521974307,0.8693208827703859,0.5804825249149717
juniperus_seg_by_region_20260831_073029,test,dense_baseline,@75,S-IoU,574,215,42,72.75031685678074,93.18181818181817,81.70818505338077,0.8693208827703859,0.5804825249149717
juniperus_seg_by_region_20260831_073029,test,expert_E_region0_solo,@50,IoU,625,203,65,75.48309178743962,90.57971014492753,82.34519104084322,0.8698403975648801,0.5766003519903384
juniperus_seg_by_region_20260831_073029,test,expert_E_region0_solo,@50,S-IoU,634,194,24,76.57004830917874,96.35258358662614,85.32974427994615,0.8698403975648801,0.5766003519903384
juniperus_seg_by_region_20260831_073029,test,expert_E_region0_solo,@75,IoU,487,341,203,58.81642512077294,70.57971014492753,64.16337285902503,0.8698403975648801,0.5766003519903384
juniperus_seg_by_region_20260831_073029,test,expert_E_region0_solo,@75,S-IoU,582,246,37,70.28985507246377,94.02261712439419,80.44229440221147,0.8698403975648801,0.5766003519903384
juniperus_seg_by_region_20260831_073029,test,expert_E_region1_solo,@50,IoU,568,130,122,81.37535816618912,82.31884057971014,81.8443804034582,0.7989697604567892,0.5317097771846979
juniperus_seg_by_region_20260831_073029,test,expert_E_region1_solo,@50,S-IoU,584,114,67,83.66762177650429,89.70814132104454,86.58265381764268,0.7989697604567892,0.5317097771846979
juniperus_seg_by_region_20260831_073029,test,expert_E_region1_solo,@75,IoU,446,252,244,63.89684813753582,64.6376811594203,64.26512968299714,0.7989697604567892,0.5317097771846979
juniperus_seg_by_region_20260831_073029,test,expert_E_region1_solo,@75,S-IoU,532,166,88,76.21776504297995,85.80645161290322,80.72837632776935,0.7989697604567892,0.5317097771846979
juniperus_seg_by_region_20260831_073029,test,btm_forest_ensemble_uniform,@50,IoU,638,283,52,69.27252985884907,92.46376811594203,79.20546244568591,0.8810414457770209,0.5830511072705363
juniperus_seg_by_region_20260831_073029,test,btm_forest_ensemble_uniform,@50,S-IoU,678,243,19,73.61563517915309,97.27403156384506,83.80716934487022,0.8810414457770209,0.5830511072705363
juniperus_seg_by_region_20260831_073029,test,btm_forest_ensemble_uniform,@75,IoU,488,433,202,52.985884907709014,70.72463768115942,60.583488516449414,0.8810414457770209,0.5830511072705363
juniperus_seg_by_region_20260831_073029,test,btm_forest_ensemble_uniform,@75,S-IoU,609,312,30,66.12377850162866,95.30516431924883,78.07692307692307,0.8810414457770209,0.5830511072705363
juniperus_seg_by_region_20260831_073029,test,btm_forest_ensemble_weighted,@50,IoU,638,284,52,69.19739696312365,92.46376811594203,79.15632754342431,0.880648437513126,0.583484157194747
juniperus_seg_by_region_20260831_073029,test,btm_forest_ensemble_weighted,@50,S-IoU,678,244,19,73.53579175704989,97.27403156384506,83.75540457072267,0.880648437513126,0.583484157194747
juniperus_seg_by_region_20260831_073029,test,btm_forest_ensemble_weighted,@75,IoU,491,431,199,53.253796095444685,71.15942028985506,60.9181141439206,0.880648437513126,0.583484157194747
juniperus_seg_by_region_20260831_073029,test,btm_forest_ensemble_weighted,@75,S-IoU,609,313,29,66.05206073752711,95.45454545454545,78.0769230769231,0.880648437513126,0.583484157194747
juniperus_seg_by_region_20260831_073029,test,btm_forest_soup,@50,IoU,603,146,87,80.50734312416556,87.39130434782608,83.80820013898541,0.8503078098220122,0.5744766934491976
juniperus_seg_by_region_20260831_073029,test,btm_forest_soup,@50,S-IoU,618,131,44,82.51001335113484,93.35347432024169,87.59744861800142,0.8503078098220122,0.5744766934491976
juniperus_seg_by_region_20260831_073029,test,btm_forest_soup,@75,IoU,489,260,201,65.28704939919892,70.86956521739131,67.96386379430159,0.8503078098220122,0.5744766934491976
juniperus_seg_by_region_20260831_073029,test,btm_forest_soup,@75,S-IoU,570,179,59,76.10146862483312,90.62003179650239,82.72859216255442,0.8503078098220122,0.5744766934491976
juniperus_seg_by_region_20260831_073029,test,random_ensemble,@50,IoU,628,255,62,71.1211778029445,91.01449275362319,79.84742530197074,0.8751148414018277,0.5764191917333081
juniperus_seg_by_region_20260831_073029,test,random_ensemble,@50,S-IoU,653,230,21,73.9524348810872,96.88427299703264,83.87925497752087,0.8751148414018277,0.5764191917333081
juniperus_seg_by_region_20260831_073029,test,random_ensemble,@75,IoU,496,387,194,56.17214043035108,71.8840579710145,63.06420851875397,0.8751148414018277,0.5764191917333081
juniperus_seg_by_region_20260831_073029,test,random_ensemble,@75,S-IoU,582,301,40,65.91166477916195,93.56913183279742,77.3421926910299,0.8751148414018277,0.5764191917333081
juniperus_seg_by_region_20260831_073029,field_work,dense_baseline,@50,IoU,1213,369,558,76.67509481668773,68.49237718802937,72.35311661198928,0.6474677731168716,0.33205146163000365
juniperus_seg_by_region_20260831_073029,field_work,dense_baseline,@50,S-IoU,1295,287,340,81.85840707964603,79.20489296636084,80.50979173142679,0.6474677731168716,0.33205146163000365
juniperus_seg_by_region_20260831_073029,field_work,dense_baseline,@75,IoU,682,900,1089,43.10998735777497,38.50931677018634,40.67998807038473,0.6474677731168716,0.33205146163000365
juniperus_seg_by_region_20260831_073029,field_work,dense_baseline,@75,S-IoU,1071,511,422,67.69911504424779,71.73476222371065,69.65853658536585,0.6474677731168716,0.33205146163000365
juniperus_seg_by_region_20260831_073029,field_work,expert_E_region0_solo,@50,IoU,1202,400,569,75.03121098626715,67.87125917560701,71.27186480877556,0.6354613218734869,0.3153270056249901
juniperus_seg_by_region_20260831_073029,field_work,expert_E_region0_solo,@50,S-IoU,1292,310,379,80.64918851435705,77.31897067624178,78.94897647418271,0.6354613218734869,0.3153270056249901
juniperus_seg_by_region_20260831_073029,field_work,expert_E_region0_solo,@75,IoU,637,965,1134,39.76279650436954,35.96837944664031,37.77053068485028,0.6354613218734869,0.3153270056249901
juniperus_seg_by_region_20260831_073029,field_work,expert_E_region0_solo,@75,S-IoU,1064,538,490,66.41697877652933,68.46846846846847,67.42712294043093,0.6354613218734869,0.3153270056249901
juniperus_seg_by_region_20260831_073029,field_work,expert_E_region1_solo,@50,IoU,890,206,881,81.2043795620438,50.2540937323546,62.08580397628183,0.4570121173370507,0.24712207490570356
juniperus_seg_by_region_20260831_073029,field_work,expert_E_region1_solo,@50,S-IoU,974,122,639,88.86861313868614,60.384376937383756,71.90845330380213,0.4570121173370507,0.24712207490570356
juniperus_seg_by_region_20260831_073029,field_work,expert_E_region1_solo,@75,IoU,549,547,1222,50.09124087591241,30.999435347261432,38.29787234042553,0.4570121173370507,0.24712207490570356
juniperus_seg_by_region_20260831_073029,field_work,expert_E_region1_solo,@75,S-IoU,836,260,709,76.27737226277372,54.11003236245955,63.309352517985616,0.4570121173370507,0.24712207490570356
juniperus_seg_by_region_20260831_073029,field_work,btm_forest_ensemble_uniform,@50,IoU,1235,555,536,68.99441340782123,69.73461321287408,69.36253861274923,0.6227298700375656,0.3118853320675699
juniperus_seg_by_region_20260831_073029,field_work,btm_forest_ensemble_uniform,@50,S-IoU,1424,366,323,79.55307262569833,81.51116199198626,80.52021487135991,0.6227298700375656,0.3118853320675699
juniperus_seg_by_region_20260831_073029,field_work,btm_forest_ensemble_uniform,@75,IoU,657,1133,1114,36.703910614525135,37.09768492377188,36.89974726200506,0.6227298700375656,0.3118853320675699
juniperus_seg_by_region_20260831_073029,field_work,btm_forest_ensemble_uniform,@75,S-IoU,1139,651,411,63.63128491620111,73.48387096774194,68.20359281437126,0.6227298700375656,0.3118853320675699
juniperus_seg_by_region_20260831_073029,field_work,btm_forest_ensemble_weighted,@50,IoU,1235,556,536,68.95589056393077,69.73461321287408,69.34306569343066,0.6278235131198963,0.31349143246594713
juniperus_seg_by_region_20260831_073029,field_work,btm_forest_ensemble_weighted,@50,S-IoU,1423,368,323,79.45281965382468,81.50057273768614,80.46366977664687,0.6278235131198963,0.31349143246594713
juniperus_seg_by_region_20260831_073029,field_work,btm_forest_ensemble_weighted,@75,IoU,656,1135,1115,36.627582356225574,37.041219649915305,36.83323975294778,0.6278235131198963,0.31349143246594713
juniperus_seg_by_region_20260831_073029,field_work,btm_forest_ensemble_weighted,@75,S-IoU,1140,651,412,63.65159128978225,73.4536082474227,68.20221358061622,0.6278235131198963,0.31349143246594713
juniperus_seg_by_region_20260831_073029,field_work,btm_forest_soup,@50,IoU,1105,237,666,82.3397913561848,62.39412761151891,70.99261162865403,0.590359644613552,0.3089048621633882
juniperus_seg_by_region_20260831_073029,field_work,btm_forest_soup,@50,S-IoU,1168,174,488,87.03427719821163,70.53140096618358,77.91861240827217,0.590359644613552,0.3089048621633882
juniperus_seg_by_region_20260831_073029,field_work,btm_forest_soup,@75,IoU,632,710,1139,47.093889716840536,35.68605307735743,40.603919049148736,0.590359644613552,0.3089048621633882
juniperus_seg_by_region_20260831_073029,field_work,btm_forest_soup,@75,S-IoU,1000,342,573,74.51564828614009,63.57279084551812,68.61063464837049,0.590359644613552,0.3089048621633882
juniperus_seg_by_region_20260831_073029,field_work,random_ensemble,@50,IoU,1197,546,574,68.67469879518072,67.58893280632411,68.12749003984064,0.6231058923650682,0.3110154686799403
juniperus_seg_by_region_20260831_073029,field_work,random_ensemble,@50,S-IoU,1345,398,377,77.16580608146873,78.1068524970964,77.63347763347764,0.6231058923650682,0.3110154686799403
juniperus_seg_by_region_20260831_073029,field_work,random_ensemble,@75,IoU,636,1107,1135,36.48881239242685,35.91191417278374,36.19806488332385,0.6231058923650682,0.3110154686799403
juniperus_seg_by_region_20260831_073029,field_work,random_ensemble,@75,S-IoU,1084,659,473,62.19162363740677,69.62106615285806,65.6969696969697,0.6231058923650682,0.3110154686799403
juniperus_seg_by_size_20260828_072323,test,dense_baseline,@50,IoU,607,186,83,76.54476670870113,87.97101449275362,81.86109238031018,0.8475021767897865,0.5671423695138776
juniperus_seg_by_size_20260828_072323,test,dense_baseline,@50,S-IoU,612,181,41,77.17528373266079,93.72128637059724,84.64730290456431,0.8475021767897865,0.5671423695138776
juniperus_seg_by_size_20260828_072323,test,dense_baseline,@75,IoU,494,299,196,62.295081967213115,71.59420289855073,66.62171274443696,0.8475021767897865,0.5671423695138776
juniperus_seg_by_size_20260828_072323,test,dense_baseline,@75,S-IoU,562,231,52,70.87011349306431,91.53094462540716,79.8862828713575,0.8475021767897865,0.5671423695138776
juniperus_seg_by_size_20260828_072323,test,expert_E_small_solo,@50,IoU,604,151,86,80.0,87.53623188405797,83.59861591695503,0.846214859074274,0.5687094638123678
juniperus_seg_by_size_20260828_072323,test,expert_E_small_solo,@50,S-IoU,612,143,41,81.05960264900662,93.72128637059724,86.93181818181819,0.846214859074274,0.5687094638123678
juniperus_seg_by_size_20260828_072323,test,expert_E_small_solo,@75,IoU,483,272,207,63.97350993377483,70.0,66.85121107266436,0.846214859074274,0.5687094638123678
juniperus_seg_by_size_20260828_072323,test,expert_E_small_solo,@75,S-IoU,560,195,55,74.17218543046357,91.05691056910568,81.75182481751825,0.846214859074274,0.5687094638123678
juniperus_seg_by_size_20260828_072323,test,expert_E_medium_solo,@50,IoU,621,160,69,79.5134443021767,90.0,84.43235893949694,0.8742473852529227,0.5921919084736166
juniperus_seg_by_size_20260828_072323,test,expert_E_medium_solo,@50,S-IoU,622,159,32,79.64148527528809,95.10703363914374,86.68989547038328,0.8742473852529227,0.5921919084736166
juniperus_seg_by_size_20260828_072323,test,expert_E_medium_solo,@75,IoU,504,277,186,64.5326504481434,73.04347826086956,68.52481305234535,0.8742473852529227,0.5921919084736166
juniperus_seg_by_size_20260828_072323,test,expert_E_medium_solo,@75,S-IoU,567,214,52,72.59923175416134,91.59935379644588,81.0,0.8742473852529227,0.5921919084736166
juniperus_seg_by_size_20260828_072323,test,expert_E_large_solo,@50,IoU,615,144,75,81.02766798418972,89.13043478260869,84.88612836438924,0.8691984384706766,0.5857557488573658
juniperus_seg_by_size_20260828_072323,test,expert_E_large_solo,@50,S-IoU,617,142,33,81.29117259552042,94.92307692307692,87.57984386089426,0.8691984384706766,0.5857557488573658
juniperus_seg_by_size_20260828_072323,test,expert_E_large_solo,@75,IoU,491,268,199,64.69038208168642,71.15942028985506,67.77087646652863,0.8691984384706766,0.5857557488573658
juniperus_seg_by_size_20260828_072323,test,expert_E_large_solo,@75,S-IoU,565,194,55,74.44005270092227,91.12903225806451,81.94343727338651,0.8691984384706766,0.5857557488573658
juniperus_seg_by_size_20260828_072323,test,btm_forest_ensemble_uniform,@50,IoU,637,277,53,69.69365426695843,92.31884057971016,79.42643391521197,0.8850947611156561,0.597476673919835
juniperus_seg_by_size_20260828_072323,test,btm_forest_ensemble_uniform,@50,S-IoU,671,243,22,73.41356673960613,96.82539682539682,83.5096453018046,0.8850947611156561,0.597476673919835
juniperus_seg_by_size_20260828_072323,test,btm_forest_ensemble_uniform,@75,IoU,509,405,181,55.68927789934355,73.76811594202898,63.46633416458853,0.8850947611156561,0.597476673919835
juniperus_seg_by_size_20260828_072323,test,btm_forest_ensemble_uniform,@75,S-IoU,594,320,35,64.98905908096279,94.4356120826709,76.99287103046014,0.8850947611156561,0.597476673919835
juniperus_seg_by_size_20260828_072323,test,btm_forest_ensemble_weighted,@50,IoU,637,278,53,69.61748633879782,92.31884057971016,79.37694704049846,0.8857180326765033,0.5990317917889532
juniperus_seg_by_size_20260828_072323,test,btm_forest_ensemble_weighted,@50,S-IoU,673,242,22,73.55191256830601,96.83453237410072,83.60248447204968,0.8857180326765033,0.5990317917889532
juniperus_seg_by_size_20260828_072323,test,btm_forest_ensemble_weighted,@75,IoU,510,405,180,55.73770491803278,73.91304347826086,63.55140186915887,0.8857180326765033,0.5990317917889532
juniperus_seg_by_size_20260828_072323,test,btm_forest_ensemble_weighted,@75,S-IoU,593,322,36,64.80874316939891,94.27662957074722,76.81347150259067,0.8857180326765033,0.5990317917889532
juniperus_seg_by_size_20260828_072323,test,btm_forest_soup,@50,IoU,616,145,74,80.946123521682,89.27536231884058,84.90696071674708,0.8721107394198395,0.6203277954839678
juniperus_seg_by_size_20260828_072323,test,btm_forest_soup,@50,S-IoU,622,139,32,81.73455978975032,95.10703363914374,87.91519434628977,0.8721107394198395,0.6203277954839678
juniperus_seg_by_size_20260828_072323,test,btm_forest_soup,@75,IoU,535,226,155,70.30223390275953,77.53623188405797,73.74224672639559,0.8721107394198395,0.6203277954839678
juniperus_seg_by_size_20260828_072323,test,btm_forest_soup,@75,S-IoU,579,182,46,76.08409986859395,92.64,83.54978354978357,0.8721107394198395,0.6203277954839678
juniperus_seg_by_size_20260828_072323,test,random_ensemble,@50,IoU,645,390,45,62.31884057971014,93.47826086956522,74.78260869565217,0.8796843081157352,0.5866463920096903
juniperus_seg_by_size_20260828_072323,test,random_ensemble,@50,S-IoU,692,343,14,66.85990338164251,98.01699716713881,79.49454336588168,0.8796843081157352,0.5866463920096903
juniperus_seg_by_size_20260828_072323,test,random_ensemble,@75,IoU,514,521,176,49.66183574879227,74.4927536231884,59.59420289855073,0.8796843081157352,0.5866463920096903
juniperus_seg_by_size_20260828_072323,test,random_ensemble,@75,S-IoU,610,425,26,58.93719806763285,95.9119496855346,73.01017354877318,0.8796843081157352,0.5866463920096903
juniperus_seg_by_size_20260828_072323,field_work,dense_baseline,@50,IoU,1155,388,616,74.85418016850292,65.21739130434783,69.70428485214242,0.6050564135027984,0.3077482491934694
juniperus_seg_by_size_20260828_072323,field_work,dense_baseline,@50,S-IoU,1216,327,426,78.80751782242385,74.05602923264311,76.35792778649922,0.6050564135027984,0.3077482491934694
juniperus_seg_by_size_20260828_072323,field_work,dense_baseline,@75,IoU,659,884,1112,42.709008425145825,37.210615471485035,39.77066988533495,0.6050564135027984,0.3077482491934694
juniperus_seg_by_size_20260828_072323,field_work,dense_baseline,@75,S-IoU,1000,543,509,64.80881399870383,66.26905235255136,65.53079947575361,0.6050564135027984,0.3077482491934694
juniperus_seg_by_size_20260828_072323,field_work,expert_E_small_solo,@50,IoU,1130,302,641,78.91061452513966,63.80575945793338,70.55885107711521,0.5996000808541023,0.30816763016328386
juniperus_seg_by_size_20260828_072323,field_work,expert_E_small_solo,@50,S-IoU,1221,211,431,85.26536312849163,73.91041162227603,79.1828793774319,0.5996000808541023,0.30816763016328386
juniperus_seg_by_size_20260828_072323,field_work,expert_E_small_solo,@75,IoU,639,793,1132,44.622905027932966,36.081309994353475,39.90009366219169,0.5996000808541023,0.30816763016328386
juniperus_seg_by_size_20260828_072323,field_work,expert_E_small_solo,@75,S-IoU,995,437,533,69.48324022346368,65.11780104712042,67.22972972972973,0.5996000808541023,0.30816763016328386
juniperus_seg_by_size_20260828_072323,field_work,expert_E_medium_solo,@50,IoU,1158,324,613,78.13765182186235,65.38678712591755,71.19581924377498,0.6113140347136808,0.3169800373240711
juniperus_seg_by_size_20260828_072323,field_work,expert_E_medium_solo,@50,S-IoU,1227,255,422,82.79352226720647,74.40873256519103,78.37751517087193,0.6113140347136808,0.3169800373240711
juniperus_seg_by_size_20260828_072323,field_work,expert_E_medium_solo,@75,IoU,660,822,1111,44.534412955465584,37.267080745341616,40.57792806640024,0.6113140347136808,0.3169800373240711
juniperus_seg_by_size_20260828_072323,field_work,expert_E_medium_solo,@75,S-IoU,1010,472,522,68.15114709851552,65.92689295039165,67.0205706702057,0.6113140347136808,0.3169800373240711
juniperus_seg_by_size_20260828_072323,field_work,expert_E_large_solo,@50,IoU,1185,327,586,78.37301587301587,66.91134952004518,72.1900700578739,0.6254326233877402,0.32279624793789824
juniperus_seg_by_size_20260828_072323,field_work,expert_E_large_solo,@50,S-IoU,1263,249,387,83.53174603174604,76.54545454545455,79.88614800759012,0.6254326233877402,0.32279624793789824
juniperus_seg_by_size_20260828_072323,field_work,expert_E_large_solo,@75,IoU,665,847,1106,43.98148148148148,37.54940711462451,40.511727078891255,0.6254326233877402,0.32279624793789824
juniperus_seg_by_size_20260828_072323,field_work,expert_E_large_solo,@75,S-IoU,1048,464,483,69.31216931216932,68.45199216198563,68.87939533355242,0.6254326233877402,0.32279624793789824
juniperus_seg_by_size_20260828_072323,field_work,btm_forest_ensemble_uniform,@50,IoU,1273,587,498,68.44086021505376,71.88029361942405,70.11842467639768,0.6578469253097299,0.33769994957393734
juniperus_seg_by_size_20260828_072323,field_work,btm_forest_ensemble_uniform,@50,S-IoU,1460,400,304,78.49462365591397,82.76643990929705,80.5739514348786,0.6578469253097299,0.33769994957393734
juniperus_seg_by_size_20260828_072323,field_work,btm_forest_ensemble_uniform,@75,IoU,708,1152,1063,38.064516129032256,39.97741389045737,38.99752134398237,0.6578469253097299,0.33769994957393734
juniperus_seg_by_size_20260828_072323,field_work,btm_forest_ensemble_uniform,@75,S-IoU,1147,713,407,61.66666666666667,73.80952380952381,67.19390743995314,0.6578469253097299,0.33769994957393734
juniperus_seg_by_size_20260828_072323,field_work,btm_forest_ensemble_weighted,@50,IoU,1272,588,499,68.38709677419355,71.82382834556748,70.06334343156155,0.6569920473912046,0.33751461142883477
juniperus_seg_by_size_20260828_072323,field_work,btm_forest_ensemble_weighted,@50,S-IoU,1463,397,305,78.65591397849462,82.74886877828054,80.65049614112458,0.6569920473912046,0.33751461142883477
juniperus_seg_by_size_20260828_072323,field_work,btm_forest_ensemble_weighted,@75,IoU,705,1155,1066,37.903225806451616,39.808018068887634,38.83227760947398,0.6569920473912046,0.33751461142883477
juniperus_seg_by_size_20260828_072323,field_work,btm_forest_ensemble_weighted,@75,S-IoU,1150,710,406,61.82795698924731,73.90745501285348,67.33021077283374,0.6569920473912046,0.33751461142883477
juniperus_seg_by_size_20260828_072323,field_work,btm_forest_soup,@50,IoU,1202,282,569,80.99730458221023,67.87125917560701,73.85560675883256,0.6455176657139015,0.3623013250195134
juniperus_seg_by_size_20260828_072323,field_work,btm_forest_soup,@50,S-IoU,1237,247,403,83.35579514824798,75.42682926829268,79.19334186939821,0.6455176657139015,0.3623013250195134
juniperus_seg_by_size_20260828_072323,field_work,btm_forest_soup,@75,IoU,802,682,969,54.04312668463612,45.28514963297572,49.27803379416282,0.6455176657139015,0.3623013250195134
juniperus_seg_by_size_20260828_072323,field_work,btm_forest_soup,@75,S-IoU,1070,414,464,72.10242587601078,69.75228161668839,70.90788601722994,0.6455176657139015,0.3623013250195134
juniperus_seg_by_size_20260828_072323,field_work,random_ensemble,@50,IoU,1327,887,444,59.93676603432701,74.92941840767928,66.59974905897114,0.6735887759615997,0.34368803455386704
juniperus_seg_by_size_20260828_072323,field_work,random_ensemble,@50,S-IoU,1607,607,205,72.58355916892502,88.68653421633555,79.83109786388476,0.6735887759615997,0.34368803455386704
juniperus_seg_by_size_20260828_072323,field_work,random_ensemble,@75,IoU,723,1491,1048,32.65582655826558,40.82439299830604,36.28607277289837,0.6735887759615997,0.34368803455386704
juniperus_seg_by_size_20260828_072323,field_work,random_ensemble,@75,S-IoU,1258,956,284,56.82023486901535,81.58236057068741,66.98615548455803,0.6735887759615997,0.34368803455386704
juniperus_seg_by_size_20260828_151237,test,dense_baseline,@50,IoU,607,186,83,76.54476670870113,87.97101449275362,81.86109238031018,0.8475021767897865,0.5671423695138776
juniperus_seg_by_size_20260828_151237,test,dense_baseline,@50,S-IoU,612,181,41,77.17528373266079,93.72128637059724,84.64730290456431,0.8475021767897865,0.5671423695138776
juniperus_seg_by_size_20260828_151237,test,dense_baseline,@75,IoU,494,299,196,62.295081967213115,71.59420289855073,66.62171274443696,0.8475021767897865,0.5671423695138776
juniperus_seg_by_size_20260828_151237,test,dense_baseline,@75,S-IoU,562,231,52,70.87011349306431,91.53094462540716,79.8862828713575,0.8475021767897865,0.5671423695138776
juniperus_seg_by_size_20260828_151237,test,expert_E_small_solo,@50,IoU,604,151,86,80.0,87.53623188405797,83.59861591695503,0.846214859074274,0.5687094638123678
juniperus_seg_by_size_20260828_151237,test,expert_E_small_solo,@50,S-IoU,612,143,41,81.05960264900662,93.72128637059724,86.93181818181819,0.846214859074274,0.5687094638123678
juniperus_seg_by_size_20260828_151237,test,expert_E_small_solo,@75,IoU,483,272,207,63.97350993377483,70.0,66.85121107266436,0.846214859074274,0.5687094638123678
juniperus_seg_by_size_20260828_151237,test,expert_E_small_solo,@75,S-IoU,560,195,55,74.17218543046357,91.05691056910568,81.75182481751825,0.846214859074274,0.5687094638123678
juniperus_seg_by_size_20260828_151237,test,expert_E_medium_solo,@50,IoU,621,160,69,79.5134443021767,90.0,84.43235893949694,0.8742473852529227,0.5921919084736166
juniperus_seg_by_size_20260828_151237,test,expert_E_medium_solo,@50,S-IoU,622,159,32,79.64148527528809,95.10703363914374,86.68989547038328,0.8742473852529227,0.5921919084736166
juniperus_seg_by_size_20260828_151237,test,expert_E_medium_solo,@75,IoU,504,277,186,64.5326504481434,73.04347826086956,68.52481305234535,0.8742473852529227,0.5921919084736166
juniperus_seg_by_size_20260828_151237,test,expert_E_medium_solo,@75,S-IoU,567,214,52,72.59923175416134,91.59935379644588,81.0,0.8742473852529227,0.5921919084736166
