split,imagen,tipo,idx,area,bucket,n_solapan,cobertura,detectada
field_work,Img_0.tif,pred,18,866.8888056339165,,1,96.5368329582721,True
field_work,Img_0.tif,pred,19,7568.1964837656105,,5,95.60551903548544,True
field_work,Img_1.tif,gt,0,1291.4820715999276,large,3,99.19318464042296,True
field_work,Img_1.tif,gt,1,297.7697964875141,medium,1,77.59975166658941,True
field_work,Img_1.tif,gt,2,215.06427463019207,medium,1,71.28115706938398,True
field_work,Img_1.tif,gt,3,108.43853653373,small,0,0.0,False
field_work,Img_1.tif,gt,4,7707.339195591518,large,1,95.14304052305027,True
field_work,Img_1.tif,gt,5,168.92560666475003,small,2,88.41747845650201,True
field_work,Img_1.tif,gt,6,202.2313525071841,medium,1,87.37794421017975,True
field_work,Img_1.tif,gt,7,39.75449548657599,small,0,0.0,False
field_work,Img_1.tif,gt,8,220.62434572443217,medium,0,0.0,False
field_work,Img_1.tif,gt,9,2196.4038925769983,large,2,97.33368665398517,True
field_work,Img_1.tif,gt,10,1497.0326444877699,large,1,84.33953499171908,True
field_work,Img_1.tif,gt,11,174.82943187403214,small,1,80.03007080890211,True
field_work,Img_1.tif,gt,12,36.609205586954054,small,1,19.078827653047036,False
field_work,Img_1.tif,gt,13,321.6993174434782,medium,1,63.984827445534705,True
field_work,Img_1.tif,gt,14,158.65581502134003,small,1,4.40585609099025,False
field_work,Img_1.tif,gt,15,422.73645688910995,medium,1,90.59946221789161,True
field_work,Img_1.tif,gt,16,171.10136715136412,small,0,0.0,False
field_work,Img_1.tif,gt,17,443.7815646251009,medium,1,93.86087389297055,True
field_work,Img_1.tif,gt,18,106.55546768656431,small,1,99.99999999999999,True
field_work,Img_1.tif,gt,19,59.44475420907416,small,1,97.95130708543924,True
field_work,Img_1.tif,pred,0,7958.16362173412,,3,73.02993398981546,True
field_work,Img_1.tif,pred,1,1363.7749358053552,,1,84.33953499171908,True
field_work,Img_1.tif,pred,2,527.6327458788874,,1,93.86087389297053,True
field_work,Img_1.tif,pred,3,2387.2715942824143,,1,97.33368665398523,True
field_work,Img_1.tif,pred,4,1618.872905794531,,1,97.95527245415086,True
field_work,Img_1.tif,pred,5,477.80945483531104,,2,67.0781367885811,True
field_work,Img_1.tif,pred,6,191.6559991884278,,1,87.37794421017972,True
field_work,Img_1.tif,pred,7,576.2993635695893,,1,35.85203345841024,False
field_work,Img_1.tif,pred,8,187.66326304117683,,2,69.47676504478957,True
field_work,Img_1.tif,pred,9,244.00633754802402,,1,63.9848274455347,True
field_work,Img_1.tif,pred,10,179.23390771668846,,1,86.66990967978306,True
field_work,Img_1.tif,pred,11,224.69014070485719,,1,99.99999999999999,True
field_work,Img_1.tif,pred,12,174.3538484974415,,1,71.281157069384,True
field_work,Img_1.tif,pred,13,314.1031602511066,,1,77.5997516665894,True
field_work,Img_1.tif,pred,14,1040.7990247670095,,1,61.632989611805996,True
field_work,Img_1.tif,pred,15,68.7653866300825,,0,0.0,False
field_work,Img_1.tif,pred,16,97.15905477682827,,1,97.95130708543925,True
field_work,Img_10.tif,gt,0,1071.0409771199065,medium,1,92.64908485706981,True
field_work,Img_10.tif,gt,1,131.37567429490397,small,1,88.15501232736928,True
field_work,Img_10.tif,gt,2,160.54523010073592,small,1,91.48477939176043,True
field_work,Img_10.tif,gt,3,75.874038032832,small,1,89.32063171413076,True
field_work,Img_10.tif,gt,4,1019.0071475845041,medium,1,89.29515701776725,True
field_work,Img_10.tif,gt,5,63.39109252036609,small,0,0.0,False
field_work,Img_10.tif,gt,6,266.1596961448359,medium,1,73.94951523613946,True
field_work,Img_10.tif,gt,7,268.9757464974581,medium,1,89.12142463583498,True
field_work,Img_10.tif,gt,8,381.1716341339663,medium,1,83.68833921470286,True
field_work,Img_10.tif,gt,9,57.28071362335395,small,0,0.0,False
field_work,Img_10.tif,gt,10,1210.1597694130887,large,1,95.24694326122952,True
field_work,Img_10.tif,gt,11,841.9106778831056,medium,1,89.1296685592111,True
field_work,Img_10.tif,gt,12,41.114257525770064,small,1,88.8686805773712,True
field_work,Img_10.tif,gt,13,249.65388853498592,medium,1,74.50445346064961,True
field_work,Img_10.tif,gt,14,143.52450289366797,small,1,86.00098914018392,True
field_work,Img_10.tif,gt,15,12.794620719790029,small,0,0.0,False
field_work,Img_10.tif,gt,16,679.2060835179096,medium,0,0.0,False
field_work,Img_10.tif,gt,17,629.591057155736,medium,0,0.0,False
field_work,Img_10.tif,gt,18,296.83916583729183,medium,1,85.46651177391081,True
field_work,Img_10.tif,gt,19,78.47427377015194,small,0,0.0,False
field_work,Img_10.tif,gt,20,73.7155322231379,small,0,0.0,False
field_work,Img_10.tif,gt,21,518.2699692297401,medium,2,76.42657288384692,True
field_work,Img_10.tif,gt,22,792.8949845293102,medium,1,86.5333378905362,True
field_work,Img_10.tif,gt,23,231.20360478384,medium,0,0.0,False
field_work,Img_10.tif,gt,24,2181.0420840252723,large,2,88.23871230243073,True
field_work,Img_10.tif,gt,25,35.68449376018798,small,0,0.0,False
field_work,Img_10.tif,gt,26,97.83508291413987,small,1,79.15729200374773,True
field_work,Img_10.tif,pred,0,1175.224288268946,,1,92.64908485706985,True
field_work,Img_10.tif,pred,1,707.619102940429,,1,86.5333378905362,True
field_work,Img_10.tif,pred,2,894.8385749178706,,1,89.12966855921117,True
field_work,Img_10.tif,pred,3,297.24436583329225,,1,89.12142463583498,True
field_work,Img_10.tif,pred,4,205.40925689862343,,1,91.48477939176047,True
field_work,Img_10.tif,pred,5,1100.2477514163547,,1,89.29515701776734,True
field_work,Img_10.tif,pred,6,2019.4873333438882,,1,87.47602089261784,True
field_work,Img_10.tif,pred,7,362.460915178759,,1,83.68833921470288,True
field_work,Img_10.tif,pred,8,1361.5567494556308,,1,95.24694326122955,True
field_work,Img_10.tif,pred,9,202.30371120758355,,1,74.5044534606496,True
field_work,Img_10.tif,pred,10,85.18034506822005,,1,79.15729200374773,True
field_work,Img_10.tif,pred,11,297.2444880057592,,1,53.22140841529021,True
field_work,Img_10.tif,pred,12,134.868874900043,,1,86.00098914018389,True
field_work,Img_10.tif,pred,13,266.6325275070267,,1,85.46651177391081,True
field_work,Img_10.tif,pred,14,75.42019002290908,,1,89.32063171413073,True
field_work,Img_10.tif,pred,15,145.96039954246953,,1,88.15501232736926,True
field_work,Img_10.tif,pred,16,215.16936882416485,,1,73.94951523613943,True
field_work,Img_10.tif,pred,17,444.535761268693,,1,76.42657103497058,True
field_work,Img_10.tif,pred,18,43.92118100367952,,1,88.8686805773712,True
field_work,Img_10.tif,pred,19,421.4659994378453,,1,17.727666642488686,False
field_work,Img_100.tif,gt,0,351.4186300492142,medium,1,79.63292796741867,True
field_work,Img_100.tif,pred,0,299.0189978844137,,1,79.6329279674187,True
field_work,Img_101.tif,gt,0,60.97656272169815,small,0,0.0,False
field_work,Img_101.tif,gt,1,217.31505801558797,medium,1,90.7754842762357,True
field_work,Img_101.tif,gt,2,369.2746241869878,medium,1,91.9381019298141,True
field_work,Img_101.tif,gt,3,934.6189146738604,medium,1,93.63197092159182,True
field_work,Img_101.tif,gt,4,124.45496288029999,small,0,0.0,False
field_work,Img_101.tif,pred,0,949.4072388672212,,1,93.63197092159182,True
field_work,Img_101.tif,pred,1,383.7558792732307,,1,91.9381019298141,True
field_work,Img_101.tif,pred,2,198.75442902637587,,1,90.77548427623573,True
field_work,Img_101.tif,pred,3,30288.29850684223,,0,0.0,False
field_work,Img_102.tif,gt,0,1662.654847677902,large,1,96.12577014203448,True
field_work,Img_102.tif,gt,1,41.379869150074036,small,1,81.52382908614364,True
field_work,Img_102.tif,gt,2,782.7064921252731,medium,1,99.57918440414721,True
field_work,Img_102.tif,gt,3,1138.384777718736,medium,2,99.0195806953982,True
field_work,Img_102.tif,gt,4,83.7343588199038,small,1,98.3659861684061,True
field_work,Img_102.tif,gt,5,951.2077397876574,medium,2,98.37272853418597,True
field_work,Img_102.tif,gt,6,119.67393909395598,small,1,96.88340474213096,True
field_work,Img_102.tif,gt,7,178.37041365010393,small,1,94.12751000271724,True
field_work,Img_102.tif,gt,8,97.88627590167378,small,1,94.35454556195407,True
field_work,Img_102.tif,gt,9,122.17474883848003,small,1,94.90383684243359,True
field_work,Img_102.tif,gt,10,22.639811307541944,small,1,0.4494838293760353,False
field_work,Img_102.tif,gt,11,224.13655232781807,medium,1,81.9972592772975,True
field_work,Img_102.tif,gt,12,307.1387947923619,medium,1,97.42133562664601,True
field_work,Img_102.tif,gt,13,345.064764368402,medium,1,97.72494407636809,True
field_work,Img_102.tif,gt,14,564.9201971440558,medium,1,96.43816928636399,True
field_work,Img_102.tif,gt,15,447.81418744660004,medium,1,94.25182282663499,True
field_work,Img_102.tif,gt,16,374.16883277732416,medium,1,95.79906525472465,True
field_work,Img_102.tif,gt,17,297.3553935492658,medium,4,98.24785648952972,True
field_work,Img_102.tif,gt,18,506.427186138016,medium,3,99.97330876793072,True
field_work,Img_102.tif,gt,19,204.66123543093806,medium,1,91.32647139183157,True
field_work,Img_102.tif,gt,20,407.601421676566,medium,2,93.92235904824116,True
field_work,Img_102.tif,gt,21,62.79932528201796,small,2,91.10072696117788,True
field_work,Img_102.tif,gt,22,260.96545108818583,medium,2,95.8414007508153,True
field_work,Img_102.tif,gt,23,98.14565911108411,small,1,85.33760478522066,True
field_work,Img_102.tif,gt,24,621.6259248684162,medium,1,96.30064622496941,True
field_work,Img_102.tif,gt,25,111.70537355811602,small,1,89.5509809877614,True
field_work,Img_102.tif,gt,26,30.69861707777801,small,1,87.07138580507339,True
field_work,Img_102.tif,gt,27,13.2767746882678,small,1,99.68062520999507,True
field_work,Img_102.tif,gt,28,189.6778824787863,small,2,91.93786292594397,True
field_work,Img_102.tif,gt,29,524.3292336603358,medium,1,94.22256324472953,True
field_work,Img_102.tif,gt,30,26.930721537382063,small,2,64.422473770106,True
field_work,Img_102.tif,gt,31,989.9586747658924,medium,6,95.44036157046084,True
field_work,Img_102.tif,gt,32,14.834858891632006,small,0,0.0,False
field_work,Img_102.tif,gt,33,51.680676278504016,small,2,91.96737079223797,True
field_work,Img_102.tif,gt,34,188.38353808749804,small,1,96.22359683567738,True
field_work,Img_102.tif,gt,35,358.83426506283195,medium,1,94.25972341206923,True
field_work,Img_102.tif,gt,36,1154.2382933563563,medium,1,94.41888457589015,True
field_work,Img_102.tif,gt,37,567.1620045886078,medium,1,94.99182906184771,True
field_work,Img_102.tif,gt,38,205.93209245133184,medium,1,84.99442125106769,True
field_work,Img_102.tif,gt,39,1863.36961314452,large,2,97.6045869049824,True
field_work,Img_102.tif,gt,40,191.4747362794759,small,1,89.2276954511343,True
field_work,Img_102.tif,gt,41,63.050375125764134,small,1,77.61971071324446,True
field_work,Img_102.tif,gt,42,749.8209376039196,medium,2,96.73746193911599,True
field_work,Img_102.tif,gt,43,272.883405277496,medium,1,94.33256225876544,True
field_work,Img_102.tif,gt,44,64.15958469294408,small,1,74.19004657388646,True
field_work,Img_102.tif,gt,45,1377.914806500362,large,2,96.97943176818201,True
field_work,Img_102.tif,gt,46,13.58502527654995,small,1,2.1250173097298495,False
field_work,Img_102.tif,gt,47,120.65448207438597,small,1,85.52178944999189,True
field_work,Img_102.tif,gt,48,1183.0763949060165,large,1,97.61688615155116,True
field_work,Img_102.tif,gt,49,317.5049957484864,medium,1,80.59071882574437,True
field_work,Img_102.tif,gt,50,808.5291503896876,medium,2,90.82525664576548,True
field_work,Img_102.tif,gt,51,65.66455132122597,small,1,92.94724906662395,True
field_work,Img_102.tif,gt,52,40.314732466579905,small,1,70.01955374010832,True
field_work,Img_102.tif,gt,53,676.3496415741257,medium,1,93.51376854778604,True
field_work,Img_102.tif,gt,54,305.92355989257396,medium,1,94.26629382114983,True
field_work,Img_102.tif,pred,0,1729.3409115786199,,1,96.12577014203455,True
field_work,Img_102.tif,pred,1,931.6784863956273,,1,99.57918440414717,True
field_work,Img_102.tif,pred,2,1283.4746323261643,,1,97.6168861515511,True
field_work,Img_102.tif,pred,3,1895.2656665012328,,2,54.931261615656354,True
field_work,Img_102.tif,pred,4,441.43013562659326,,2,94.60466422151723,True
field_work,Img_102.tif,pred,5,331.8487067418173,,1,94.2662938211498,True
field_work,Img_102.tif,pred,6,324.30686560820686,,2,90.35766689971729,True
field_work,Img_102.tif,pred,7,622.8823261504294,,1,94.99182906184771,True
field_work,Img_102.tif,pred,8,465.38733315700665,,1,95.7990652547247,True
field_work,Img_102.tif,pred,9,1526.1502830055542,,1,99.01958069539816,True
field_work,Img_102.tif,pred,10,1489.3272976011795,,1,96.979431768182,True
field_work,Img_102.tif,pred,11,703.1827518012142,,1,93.51376854778604,True
field_work,Img_102.tif,pred,12,129.54537283163518,,1,98.36598616840608,True
field_work,Img_102.tif,pred,13,784.3702241767314,,1,96.31540884306678,True
field_work,Img_102.tif,pred,14,472.92911859438755,,1,45.92806029721354,False
field_work,Img_102.tif,pred,15,186.33232823433354,,1,96.88340474213096,True
field_work,Img_102.tif,pred,16,991.9975973550463,,2,99.15226764607611,True
field_work,Img_102.tif,pred,17,225.37333514525744,,1,96.2235968356774,True
field_work,Img_102.tif,pred,18,316.32121903804364,,2,25.479753994692008,False
field_work,Img_102.tif,pred,19,146.4040001606336,,2,80.1371674741372,True
field_work,Img_102.tif,pred,20,137.53098885867075,,1,89.55098098776142,True
field_work,Img_102.tif,pred,21,822.5239751094505,,1,90.5467594342141,True
field_work,Img_102.tif,pred,22,209.84569427673705,,1,81.9972592772975,True
field_work,Img_102.tif,pred,23,297.2444664458744,,1,80.59071882574439,True
field_work,Img_102.tif,pred,24,125.10905762587208,,2,77.08204410329354,True
field_work,Img_102.tif,pred,25,267.07624311107793,,2,73.04694249544507,True
field_work,Img_102.tif,pred,26,283.93481474390137,,2,10.348883332958131,False
field_work,Img_102.tif,pred,27,1152.1547528166557,,1,94.41888457589013,True
field_work,Img_102.tif,pred,28,377.1012447659159,,1,34.74396622032625,False
field_work,Img_102.tif,pred,29,518.1813224407961,,2,29.479456387635572,False
field_work,Img_102.tif,pred,30,713.3864194288444,,1,96.30064622496944,True
field_work,Img_102.tif,pred,31,241.3447589923162,,1,94.12751000271727,True
field_work,Img_102.tif,pred,32,1266.6162726986222,,1,98.37272640842009,True
field_work,Img_102.tif,pred,33,111.79935314719114,,1,85.33760478522069,True
field_work,Img_102.tif,pred,34,383.3122660785157,,1,94.25972341206929,True
field_work,Img_102.tif,pred,35,468.0489530356426,,1,93.34010983482692,True
field_work,Img_102.tif,pred,36,614.453098724829,,2,69.20447494919748,True
field_work,Img_102.tif,pred,37,653.9374111538054,,2,64.16653061925263,True
field_work,Img_102.tif,pred,38,512.8574376848119,,2,87.67083471386798,True
field_work,Img_102.tif,pred,39,73.64557554529165,,1,91.30939911577724,True
field_work,Img_102.tif,pred,40,42.14648747321917,,1,99.68062520999507,True
field_work,Img_102.tif,pred,41,83.84950728074182,,1,92.94724906662395,True
field_work,Img_102.tif,pred,42,197.8671804033802,,1,84.99442125106769,True
field_work,Img_102.tif,pred,43,41.702928178128786,,1,81.52382908614364,True
field_work,Img_102.tif,pred,44,85.18055886999355,,1,77.61971071324447,True
field_work,Img_102.tif,pred,45,233.8025100179948,,1,91.8912407122125,True
field_work,Img_102.tif,pred,46,129.10168956732377,,1,94.35454556195407,True
field_work,Img_102.tif,pred,47,759.525736475538,,1,96.43816928636389,True
field_work,Img_102.tif,pred,48,42.14659347583074,,1,87.07138580507342,True
field_work,Img_102.tif,pred,49,35.04833319725003,,0,0.0,False
field_work,Img_102.tif,pred,50,425.616800006479,,1,27.128765888786592,False
field_work,Img_102.tif,pred,51,132.20717776560923,,1,12.619565400946659,False
field_work,Img_102.tif,pred,52,335.8416836406104,,1,97.20706538503524,True
field_work,Img_102.tif,pred,53,49.688637631363235,,1,70.01955374010832,True
field_work,Img_102.tif,pred,54,583.3976202546619,,1,53.103603568154746,True
field_work,Img_102.tif,pred,55,59.89252624713117,,1,74.19004657388648,True
field_work,Img_102.tif,pred,56,560.7715219245292,,2,56.07818253729386,True
field_work,Img_102.tif,pred,57,823.8547683740035,,1,59.07367389633197,True
field_work,Img_102.tif,pred,58,573.1936806587837,,1,65.00165174935078,True
field_work,Img_102.tif,pred,59,375.7703027727548,,1,36.43752343821713,False
field_work,Img_102.tif,pred,60,114.90494263169239,,2,16.564159140329522,False
field_work,Img_102.tif,pred,61,66.99083683200297,,1,9.421741745302064,False
field_work,Img_103.tif,gt,0,8376.794393525477,large,1,97.98050763706625,True
field_work,Img_103.tif,gt,1,1635.183952482913,large,1,81.15265238754876,True
field_work,Img_103.tif,gt,2,798.3588579113415,medium,1,93.56246099059693,True
field_work,Img_103.tif,gt,3,501.3996202334341,medium,1,79.00343386785286,True
field_work,Img_103.tif,gt,4,565.1074125281788,medium,1,90.32012798622834,True
field_work,Img_103.tif,gt,5,901.9587967784157,medium,1,99.74238130142106,True
field_work,Img_103.tif,pred,0,8483.442742488813,,1,97.98050763706625,True
field_work,Img_103.tif,pred,1,815.4255912547233,,1,93.56246099059689,True
field_work,Img_103.tif,pred,2,408.6000633398362,,1,79.00343386785285,True
field_work,Img_103.tif,pred,3,1141.0639971424825,,1,99.74238130142106,True
field_work,Img_103.tif,pred,4,590.9397326828912,,1,90.32012798622834,True
field_work,Img_103.tif,pred,5,1376.1971023995357,,1,81.15265238754876,True
field_work,Img_104.tif,gt,0,103.59714890691382,small,1,92.53402709496058,True
field_work,Img_104.tif,gt,1,1780.0363439752139,large,1,94.26101601036447,True
field_work,Img_104.tif,gt,2,516.929305437766,medium,2,68.4220769143786,True
field_work,Img_104.tif,gt,3,1022.9415416284738,medium,1,93.17135864955553,True
field_work,Img_104.tif,gt,4,56.275343492081966,small,0,0.0,False
field_work,Img_104.tif,gt,5,366.633041339942,medium,1,68.79241964290598,True
field_work,Img_104.tif,gt,6,105.62958139497402,small,1,12.418509334194987,False
field_work,Img_104.tif,gt,7,1565.541239689024,large,1,95.09132857254937,True
field_work,Img_104.tif,gt,8,159.25388983756199,small,0,0.0,False
field_work,Img_104.tif,gt,9,734.1332634171379,medium,1,90.26519374961107,True
field_work,Img_104.tif,gt,10,2295.735440443276,large,1,94.31339810118448,True
field_work,Img_104.tif,gt,11,871.770370343912,medium,1,89.41826655261723,True
field_work,Img_104.tif,gt,12,1326.1841977799738,large,1,95.48152839939223,True
field_work,Img_104.tif,gt,13,1497.0424131995023,large,1,91.32029244917668,True
field_work,Img_104.tif,gt,14,793.5160018469061,medium,1,96.04972730638646,True
field_work,Img_104.tif,gt,15,909.8038830422363,medium,1,93.11055376469685,True
field_work,Img_104.tif,gt,16,905.3035652635778,medium,1,93.61158690675502,True
field_work,Img_104.tif,gt,17,370.16989629994396,medium,1,81.39077764266865,True
field_work,Img_104.tif,pred,0,1299.8894488287624,,1,95.48152839939225,True
field_work,Img_104.tif,pred,1,875.7614270620979,,1,93.61158690675505,True
field_work,Img_104.tif,pred,2,2220.459887857942,,1,94.3133981011845,True
field_work,Img_104.tif,pred,3,1417.4564569093054,,1,91.3202924491768,True
field_work,Img_104.tif,pred,4,846.0374295808142,,1,96.04972730638646,True
field_work,Img_104.tif,pred,5,1683.6453887952816,,1,94.26101601036446,True
field_work,Img_104.tif,pred,6,814.0948253333336,,1,89.41826655261723,True
field_work,Img_104.tif,pred,7,888.1841775688808,,1,93.11055376469687,True
field_work,Img_104.tif,pred,8,707.6189807677874,,1,90.2651937496111,True
field_work,Img_104.tif,pred,9,1540.3469636898126,,1,95.09132857254941,True
field_work,Img_104.tif,pred,10,1026.6022541377724,,1,93.17135864955554,True
field_work,Img_104.tif,pred,11,342.05285587238177,,1,64.64394567662912,True
field_work,Img_104.tif,pred,12,360.24243417807156,,2,36.16443619101192,False
field_work,Img_104.tif,pred,13,116.2358163521858,,1,92.53402709496056,True
field_work,Img_104.tif,pred,14,281.7166715142812,,2,56.1834341741377,True
field_work,Img_105.tif,gt,0,98.07497427228807,small,0,0.0,False
field_work,Img_105.tif,gt,1,956.4880638873564,medium,1,94.11628483370536,True
field_work,Img_105.tif,pred,0,975.1388460565358,,1,94.1162848337054,True
field_work,Img_106.tif,gt,0,1264.8008431056699,large,1,94.92352133350902,True
field_work,Img_106.tif,pred,0,1250.201229818049,,1,94.92352133350906,True
field_work,Img_106.tif,pred,1,1075.403743590252,,0,0.0,False
field_work,Img_106.tif,pred,2,191.65614651422948,,0,0.0,False
field_work,Img_107.tif,gt,0,640.71917148421,medium,1,88.94704795078869,True
field_work,Img_107.tif,gt,1,2577.549968407986,large,1,95.69138089252954,True
field_work,Img_107.tif,gt,2,2060.01776448975,large,1,98.30870737572648,True
field_work,Img_107.tif,gt,3,1787.144774706928,large,1,90.61359401443427,True
field_work,Img_107.tif,pred,0,2594.011570389179,,1,95.69138089252944,True
field_work,Img_107.tif,pred,1,2311.4078413711104,,1,98.30870737572656,True
field_work,Img_107.tif,pred,2,609.5727894342708,,1,88.94704795078873,True
field_work,Img_107.tif,pred,3,1826.943834225438,,1,90.61359401443426,True
field_work,Img_107.tif,pred,4,116.6794686802914,,0,0.0,False
field_work,Img_108.tif,gt,0,58.70498265091189,small,0,0.0,False
field_work,Img_108.tif,gt,1,35.99492275677986,small,0,0.0,False
field_work,Img_108.tif,gt,2,198.93546687689997,medium,0,0.0,False
field_work,Img_108.tif,gt,3,278.3803844038099,medium,1,91.14145198881386,True
field_work,Img_108.tif,pred,0,308.3356245707546,,1,91.14145198881386,True
field_work,Img_109.tif,gt,0,565.3890774776918,medium,1,97.88720335276301,True
field_work,Img_109.tif,gt,1,87.15310425406003,small,1,85.00461356448395,True
field_work,Img_109.tif,gt,2,42.03007770956806,small,1,72.90453264502506,True
field_work,Img_109.tif,gt,3,1405.8569273927355,large,1,97.86447248863986,True
field_work,Img_109.tif,gt,4,259.01017226679386,medium,1,92.17593905400246,True
field_work,Img_109.tif,gt,5,445.9747634324837,medium,1,91.10840816308233,True
field_work,Img_109.tif,gt,6,407.4850644339798,medium,1,91.64697397899334,True
field_work,Img_109.tif,gt,7,369.9802876263783,medium,1,97.52829573726075,True
field_work,Img_109.tif,gt,8,78.05669939176207,small,1,96.30162791866348,True
field_work,Img_109.tif,pred,0,1450.2862875462743,,1,97.8644724886398,True
field_work,Img_109.tif,pred,1,444.9793367338134,,1,91.10840816308233,True
field_work,Img_109.tif,pred,2,430.33910416578874,,1,97.52829573726075,True
field_work,Img_109.tif,pred,3,271.95650389243383,,1,92.17593905400246,True
field_work,Img_109.tif,pred,4,680.1128282716963,,1,97.88720335276292,True
field_work,Img_109.tif,pred,5,433.4441827265546,,1,91.64697397899337,True
field_work,Img_109.tif,pred,6,101.1518789603142,,1,85.00461356448395,True
field_work,Img_109.tif,pred,7,35.048239434328025,,1,72.90453264502507,True
field_work,Img_109.tif,pred,8,131.3200843287632,,1,96.30162791866348,True
field_work,Img_11.tif,gt,0,294.0720916948101,medium,1,87.83298310838761,True
field_work,Img_11.tif,gt,1,239.22963914857795,medium,0,0.0,False
field_work,Img_11.tif,gt,2,1934.9662360247435,large,1,99.70038065534479,True
field_work,Img_11.tif,gt,3,327.8252271187139,medium,1,95.99272521941758,True
field_work,Img_11.tif,gt,4,259.282715287518,medium,1,94.67737106457471,True
field_work,Img_11.tif,gt,5,520.5145349692604,medium,0,0.0,False
field_work,Img_11.tif,gt,6,134.2805495762121,small,1,83.1119859268293,True
field_work,Img_11.tif,gt,7,820.2982087841846,medium,0,0.0,False
field_work,Img_11.tif,gt,8,8332.999127991721,large,1,98.87469300599105,True
field_work,Img_11.tif,gt,9,3625.2055047443055,large,1,89.01651500472163,True
field_work,Img_11.tif,gt,10,3069.7562327348815,large,2,98.1397830484345,True
field_work,Img_11.tif,gt,11,4851.488094693265,large,2,93.88002805863925,True
field_work,Img_11.tif,gt,12,304.19854342956006,medium,1,95.36401332552109,True
field_work,Img_11.tif,gt,13,4934.507998418651,large,2,99.36469757397441,True
field_work,Img_11.tif,gt,14,109.47075874781856,small,0,0.0,False
field_work,Img_11.tif,gt,15,1548.2126366697642,large,2,84.77428640565617,True
field_work,Img_11.tif,gt,16,6537.439074262125,large,1,99.73610665934515,True
field_work,Img_11.tif,pred,0,8744.752292550169,,1,98.874693005991,True
field_work,Img_11.tif,pred,1,278.16748747535166,,1,87.83298310838765,True
field_work,Img_11.tif,pred,2,19709.9638827563,,5,95.19626405203255,True
field_work,Img_11.tif,pred,3,4261.685641283635,,2,51.702065781699915,True
field_work,Img_11.tif,pred,4,370.8900967891059,,1,94.6773710645747,True
field_work,Img_11.tif,pred,5,387.74864332489415,,1,95.99272521941755,True
field_work,Img_11.tif,pred,6,10597.871639565448,,2,60.36596567126607,True
field_work,Img_11.tif,pred,7,2186.742571608253,,1,99.70038065534482,True
field_work,Img_11.tif,pred,8,112.6866843039752,,1,83.11198592682932,True
field_work,Img_11.tif,pred,9,1433.8713901942974,,1,84.77428640565618,True
field_work,Img_11.tif,pred,10,881.0853711075324,,1,52.0499948948043,True
field_work,Img_110.tif,gt,0,902.5720569084701,medium,1,97.40808770421975,True
field_work,Img_110.tif,gt,1,210.9065262319601,medium,1,86.3130661747895,True
field_work,Img_110.tif,gt,2,62.764645121567995,small,1,84.66482620728375,True
field_work,Img_110.tif,gt,3,129.83924195106817,small,1,81.5081323971977,True
field_work,Img_110.tif,gt,4,238.52912886259622,medium,1,76.82574987722936,True
field_work,Img_110.tif,gt,5,1721.4272187070133,large,0,0.0,False
field_work,Img_110.tif,gt,6,216.76909383560545,medium,1,86.25805391504143,True
field_work,Img_110.tif,gt,7,2362.05939920491,large,1,99.47627883921443,True
field_work,Img_110.tif,pred,0,2594.011802157853,,1,99.47627883921437,True
field_work,Img_110.tif,pred,1,1072.7416362008662,,1,97.4080877042198,True
field_work,Img_110.tif,pred,2,204.07832568511367,,1,76.82574987722934,True
field_work,Img_110.tif,pred,3,224.4862394624506,,1,86.31306617478951,True
field_work,Img_110.tif,pred,4,59.89245258424489,,1,84.66482620728374,True
field_work,Img_110.tif,pred,5,216.05676050530747,,1,86.25805391504143,True
field_work,Img_110.tif,pred,6,24.84445176832378,,0,0.0,False
field_work,Img_110.tif,pred,7,110.46833636809606,,1,81.50813239719767,True
field_work,Img_111.tif,gt,0,54.07484963779601,small,2,89.62730249015898,True
field_work,Img_111.tif,gt,1,216.75609998127808,medium,1,95.40314159492924,True
field_work,Img_111.tif,gt,2,78.26016657908802,small,1,91.1498252122064,True
field_work,Img_111.tif,gt,3,141.2782166073981,small,2,91.93932218947418,True
field_work,Img_111.tif,gt,4,121.14105347978379,small,2,87.42780734095675,True
field_work,Img_111.tif,gt,5,307.83635294105204,medium,3,95.59713646922218,True
field_work,Img_111.tif,gt,6,279.6326987442041,medium,2,77.22233677468323,True
field_work,Img_111.tif,gt,7,414.4527406771699,medium,2,99.4438913148515,True
field_work,Img_111.tif,gt,8,520.9674447065661,medium,3,96.02207717363616,True
field_work,Img_111.tif,gt,9,1067.4948692199473,medium,2,89.1241587682248,True
field_work,Img_111.tif,gt,10,624.200017709112,medium,2,99.96873513195263,True
field_work,Img_111.tif,gt,11,687.6930487554143,medium,1,93.92602199358512,True
field_work,Img_111.tif,gt,12,686.2450316183545,medium,3,83.3459805134823,True
field_work,Img_111.tif,gt,13,60.55965523792587,small,1,90.49170800381847,True
field_work,Img_111.tif,gt,14,502.68429568687196,medium,2,94.9823762235684,True
field_work,Img_111.tif,gt,15,2457.2471199465554,large,4,90.92559558404338,True
field_work,Img_111.tif,gt,16,329.8764501881422,medium,1,84.79305369665339,True
field_work,Img_111.tif,gt,17,489.71978415151966,medium,1,96.61518516777168,True
field_work,Img_111.tif,gt,18,31.120797172607706,small,2,85.06115218983624,True
field_work,Img_111.tif,gt,19,53.52072960265188,small,2,87.79810671781726,True
