model,label,split,geometry,overlap,score_thr,metric,TP,FP,FN,precision,recall,f1
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,50,0.7,IoU,507,14,183,97.31285988483685,73.47826086956522,83.73245251857969
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,50,0.7,S-IoU,442,79,155,84.83685220729367,74.03685092127303,79.06976744186048
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,50,0.8,IoU,462,10,228,97.88135593220339,66.95652173913044,79.51807228915662
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,50,0.8,S-IoU,406,66,202,86.01694915254238,66.77631578947368,75.18518518518519
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,50,0.9,IoU,349,3,341,99.14772727272727,50.57971014492754,66.98656429942419
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,50,0.9,S-IoU,320,32,327,90.9090909090909,49.45904173106646,64.06406406406407
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,75,0.05,IoU,596,1604,94,27.090909090909093,86.37681159420289,41.245674740484425
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,75,0.05,S-IoU,504,1696,15,22.90909090909091,97.10982658959537,37.072453107760204
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,75,0.1,IoU,586,818,104,41.73789173789174,84.92753623188406,55.9694364851958
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,75,0.1,S-IoU,484,920,21,34.472934472934476,95.84158415841584,50.707176532215826
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,75,0.2,IoU,569,330,121,63.29254727474972,82.46376811594203,71.61736941472626
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,75,0.2,S-IoU,463,436,31,51.50166852057843,93.7246963562753,66.47523330940416
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,75,0.25,IoU,560,262,130,68.1265206812652,81.15942028985508,74.07407407407408
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,75,0.25,S-IoU,457,365,34,55.59610705596108,93.07535641547861,69.61157654226962
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,75,0.3,IoU,548,201,142,73.16421895861149,79.42028985507247,76.16400277970813
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,75,0.3,S-IoU,448,301,43,59.813084112149525,91.24236252545825,72.25806451612904
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,75,0.4,IoU,525,133,165,79.7872340425532,76.08695652173914,77.89317507418397
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,75,0.4,S-IoU,434,224,69,65.95744680851064,86.28230616302187,74.7631352282515
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,75,0.5,IoU,508,91,182,84.80801335559266,73.62318840579711,78.82079131109387
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,75,0.5,S-IoU,419,180,103,69.94991652754591,80.26819923371647,74.75468331846565
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,75,0.6,IoU,493,64,197,88.50987432675045,71.44927536231884,79.06976744186048
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,75,0.6,S-IoU,404,153,134,72.5314183123878,75.09293680297398,73.78995433789956
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,75,0.7,IoU,469,52,221,90.01919385796545,67.97101449275362,77.45664739884394
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,75,0.7,S-IoU,391,130,170,75.04798464491363,69.6969696969697,72.2735674676525
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,75,0.8,IoU,434,38,256,91.94915254237289,62.89855072463768,74.69879518072288
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,75,0.8,S-IoU,362,110,216,76.69491525423729,62.629757785467135,68.95238095238095
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,75,0.9,IoU,338,14,352,96.02272727272727,48.98550724637681,64.87523992322457
co_deform_swinL,Co-Deformable-DETR Swin-L,test,bbox,75,0.9,S-IoU,292,60,333,82.95454545454545,46.72,59.77482088024565
co_dino_swinL,Co-DINO Swin-L,test,bbox,50,0.05,IoU,686,2384,4,22.34527687296417,99.42028985507247,36.48936170212767
co_dino_swinL,Co-DINO Swin-L,test,bbox,50,0.05,S-IoU,704,2366,1,22.93159609120521,99.8581560283688,37.29801324503311
co_dino_swinL,Co-DINO Swin-L,test,bbox,50,0.1,IoU,680,1204,10,36.09341825902335,98.55072463768117,52.836052836052836
co_dino_swinL,Co-DINO Swin-L,test,bbox,50,0.1,S-IoU,650,1234,5,34.50106157112526,99.23664122137404,51.201260338716025
co_dino_swinL,Co-DINO Swin-L,test,bbox,50,0.2,IoU,670,421,20,61.4115490375802,97.10144927536231,75.23862998315552
co_dino_swinL,Co-DINO Swin-L,test,bbox,50,0.2,S-IoU,598,493,9,54.81209899175069,98.5172981878089,70.43580683156655
co_dino_swinL,Co-DINO Swin-L,test,bbox,50,0.25,IoU,657,279,33,70.1923076923077,95.21739130434783,80.81180811808119
co_dino_swinL,Co-DINO Swin-L,test,bbox,50,0.25,S-IoU,574,362,15,61.32478632478633,97.45331069609507,75.27868852459017
co_dino_swinL,Co-DINO Swin-L,test,bbox,50,0.3,IoU,632,194,58,76.51331719128329,91.59420289855072,83.37730870712402
co_dino_swinL,Co-DINO Swin-L,test,bbox,50,0.3,S-IoU,557,269,18,67.43341404358354,96.86956521739131,79.5146324054247
co_dino_swinL,Co-DINO Swin-L,test,bbox,50,0.4,IoU,602,89,88,87.12011577424023,87.2463768115942,87.18320057929037
co_dino_swinL,Co-DINO Swin-L,test,bbox,50,0.4,S-IoU,525,166,36,75.97684515195368,93.58288770053476,83.86581469648561
co_dino_swinL,Co-DINO Swin-L,test,bbox,50,0.5,IoU,568,44,122,92.81045751633987,82.31884057971014,87.25038402457757
co_dino_swinL,Co-DINO Swin-L,test,bbox,50,0.5,S-IoU,493,119,75,80.55555555555556,86.79577464788733,83.55932203389831
co_dino_swinL,Co-DINO Swin-L,test,bbox,50,0.6,IoU,510,18,180,96.5909090909091,73.91304347826086,83.743842364532
co_dino_swinL,Co-DINO Swin-L,test,bbox,50,0.6,S-IoU,448,80,139,84.84848484848484,76.32027257240205,80.35874439461882
co_dino_swinL,Co-DINO Swin-L,test,bbox,50,0.7,IoU,442,5,248,98.88143176733782,64.05797101449275,77.74846086191734
co_dino_swinL,Co-DINO Swin-L,test,bbox,50,0.7,S-IoU,389,58,232,87.02460850111858,62.64090177133655,72.84644194756555
co_dino_swinL,Co-DINO Swin-L,test,bbox,50,0.8,IoU,342,0,348,100.0,49.56521739130435,66.27906976744187
co_dino_swinL,Co-DINO Swin-L,test,bbox,50,0.8,S-IoU,307,35,343,89.76608187134502,47.23076923076923,61.895161290322584
co_dino_swinL,Co-DINO Swin-L,test,bbox,50,0.9,IoU,144,0,546,100.0,20.869565217391305,34.53237410071942
co_dino_swinL,Co-DINO Swin-L,test,bbox,50,0.9,S-IoU,140,4,544,97.22222222222221,20.46783625730994,33.81642512077295
co_dino_swinL,Co-DINO Swin-L,test,bbox,75,0.05,IoU,632,2438,58,20.58631921824104,91.59420289855072,33.61702127659574
co_dino_swinL,Co-DINO Swin-L,test,bbox,75,0.05,S-IoU,554,2516,7,18.04560260586319,98.75222816399287,30.515009639217844
co_dino_swinL,Co-DINO Swin-L,test,bbox,75,0.1,IoU,628,1256,62,33.33333333333333,91.01449275362319,48.795648795648795
co_dino_swinL,Co-DINO Swin-L,test,bbox,75,0.1,S-IoU,522,1362,11,27.70700636942675,97.93621013133207,43.19404220107571
co_dino_swinL,Co-DINO Swin-L,test,bbox,75,0.2,IoU,613,478,77,56.18698441796517,88.84057971014492,68.83773161145423
co_dino_swinL,Co-DINO Swin-L,test,bbox,75,0.2,S-IoU,496,595,18,45.46287809349221,96.49805447470817,61.80685358255451
co_dino_swinL,Co-DINO Swin-L,test,bbox,75,0.25,IoU,598,338,92,63.888888888888886,86.66666666666667,73.55473554735548
co_dino_swinL,Co-DINO Swin-L,test,bbox,75,0.25,S-IoU,483,453,25,51.60256410256411,95.07874015748031,66.89750692520776
co_dino_swinL,Co-DINO Swin-L,test,bbox,75,0.3,IoU,577,249,113,69.8547215496368,83.6231884057971,76.12137203166228
co_dino_swinL,Co-DINO Swin-L,test,bbox,75,0.3,S-IoU,472,354,29,57.14285714285714,94.2115768463074,71.13790504898266
co_dino_swinL,Co-DINO Swin-L,test,bbox,75,0.4,IoU,551,140,139,79.73950795947901,79.85507246376812,79.79724837074585
co_dino_swinL,Co-DINO Swin-L,test,bbox,75,0.4,S-IoU,454,237,51,65.70188133140377,89.9009900990099,75.91973244147158
co_dino_swinL,Co-DINO Swin-L,test,bbox,75,0.5,IoU,523,89,167,85.45751633986927,75.79710144927536,80.3379416282642
co_dino_swinL,Co-DINO Swin-L,test,bbox,75,0.5,S-IoU,431,181,87,70.42483660130719,83.20463320463321,76.28318584070797
co_dino_swinL,Co-DINO Swin-L,test,bbox,75,0.6,IoU,476,52,214,90.15151515151516,68.98550724637681,78.16091954022988
co_dino_swinL,Co-DINO Swin-L,test,bbox,75,0.6,S-IoU,400,128,148,75.75757575757575,72.99270072992701,74.34944237918216
co_dino_swinL,Co-DINO Swin-L,test,bbox,75,0.7,IoU,423,24,267,94.63087248322147,61.30434782608696,74.40633245382587
co_dino_swinL,Co-DINO Swin-L,test,bbox,75,0.7,S-IoU,356,91,235,79.64205816554811,60.236886632825716,68.59344894026975
co_dino_swinL,Co-DINO Swin-L,test,bbox,75,0.8,IoU,332,10,358,97.07602339181285,48.11594202898551,64.34108527131784
co_dino_swinL,Co-DINO Swin-L,test,bbox,75,0.8,S-IoU,281,61,347,82.16374269005848,44.745222929936304,57.938144329896915
co_dino_swinL,Co-DINO Swin-L,test,bbox,75,0.9,IoU,144,0,546,100.0,20.869565217391305,34.53237410071942
co_dino_swinL,Co-DINO Swin-L,test,bbox,75,0.9,S-IoU,131,13,545,90.97222222222221,19.37869822485207,31.951219512195124
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,50,0.05,IoU,944,7833,827,10.755383388401505,53.30321852060983,17.899127796738718
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,50,0.05,S-IoU,1155,7622,539,13.159393870342942,68.18181818181817,22.060930188138673
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,50,0.1,IoU,915,4425,856,17.134831460674157,51.66572557876906,25.734777105892277
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,50,0.1,S-IoU,977,4363,602,18.295880149812735,61.87460417986067,28.24107529989883
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,50,0.2,IoU,846,2017,925,29.549423681453018,47.76962168266516,36.51273198100993
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,50,0.2,S-IoU,790,2073,675,27.59343346140412,53.92491467576792,36.50646950092422
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,50,0.25,IoU,796,1476,975,35.03521126760563,44.94635798983625,39.376700469948055
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,50,0.25,S-IoU,708,1564,718,31.161971830985912,49.64936886395512,38.29096809085992
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,50,0.3,IoU,736,1109,1035,39.891598915989164,41.55844155844156,40.707964601769916
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,50,0.3,S-IoU,629,1216,761,34.09214092140921,45.25179856115108,38.887171561051005
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,50,0.4,IoU,615,700,1156,46.7680608365019,34.7261434217956,39.857420609202855
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,50,0.4,S-IoU,497,818,884,37.79467680608365,35.98841419261405,36.86943620178042
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,50,0.5,IoU,482,504,1289,48.88438133874239,27.216261998870696,34.96554225607545
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,50,0.5,S-IoU,380,606,1125,38.5395537525355,25.249169435215947,30.509835407466884
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,50,0.6,IoU,358,400,1413,47.229551451187334,20.214568040655,28.311585606959273
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,50,0.6,S-IoU,295,463,1312,38.91820580474934,18.357187305538268,24.947145877378432
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,50,0.7,IoU,252,304,1519,45.32374100719424,14.229249011857709,21.658788139235067
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,50,0.7,S-IoU,216,340,1453,38.84892086330935,12.941881366087477,19.415730337078653
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,50,0.8,IoU,151,218,1620,40.921409214092144,8.526256352343308,14.11214953271028
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,50,0.8,S-IoU,134,235,1574,36.31436314363143,7.845433255269321,12.903225806451612
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,50,0.9,IoU,35,76,1736,31.53153153153153,1.9762845849802373,3.7194473963868226
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,50,0.9,S-IoU,38,73,1722,34.234234234234236,2.159090909090909,4.061998931052912
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,75,0.05,IoU,470,8307,1301,5.354904864988037,26.538678712591757,8.911642017444066
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,75,0.05,S-IoU,604,8173,697,6.881622422239945,46.425826287471175,11.986505258979955
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,75,0.1,IoU,459,4881,1312,8.595505617977528,25.917560700169396,12.90957671213613
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,75,0.1,S-IoU,516,4824,792,9.662921348314606,39.44954128440367,15.523465703971121
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,75,0.2,IoU,421,2442,1350,14.704855047153337,23.771880293619425,18.17004747518343
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,75,0.2,S-IoU,427,2436,885,14.91442542787286,32.545731707317074,20.45508982035928
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,75,0.25,IoU,402,1870,1369,17.693661971830984,22.69904009034444,19.886223101657187
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,75,0.25,S-IoU,390,1882,929,17.16549295774648,29.567854435178166,21.720969089390145
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,75,0.3,IoU,383,1462,1388,20.758807588075882,21.626199887069454,21.183628318584073
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,75,0.3,S-IoU,351,1494,969,19.024390243902438,26.590909090909093,22.18009478672986
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,75,0.4,IoU,332,983,1439,25.247148288973385,18.746470920383963,21.516526247569672
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,75,0.4,S-IoU,290,1025,1082,22.0532319391635,21.137026239067055,21.585411239300335
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,75,0.5,IoU,262,724,1509,26.57200811359026,14.793901750423489,19.006166122597023
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,75,0.5,S-IoU,227,759,1285,23.02231237322515,15.013227513227514,18.174539631705365
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,75,0.6,IoU,210,548,1561,27.70448548812665,11.857707509881422,16.6073546856465
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,75,0.6,S-IoU,182,576,1435,24.010554089709764,11.255411255411255,15.326315789473686
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,75,0.7,IoU,155,401,1616,27.87769784172662,8.752117447769622,13.321873657069188
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,75,0.7,S-IoU,139,417,1537,25.0,8.293556085918855,12.455197132616489
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,75,0.8,IoU,97,272,1674,26.287262872628723,5.4771315640880855,9.065420560747665
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,75,0.8,S-IoU,84,285,1628,22.76422764227642,4.906542056074766,8.07304180682364
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,75,0.9,IoU,19,92,1752,17.117117117117118,1.0728402032749857,2.0191285866099893
co_dino_swinL,Co-DINO Swin-L,field_work,bbox,75,0.9,S-IoU,22,89,1741,19.81981981981982,1.2478729438457177,2.3479188900747068
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,50,0.05,IoU,678,1515,12,30.91655266757866,98.26086956521739,47.034339229968786
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,50,0.05,S-IoU,642,1551,2,29.2749658002736,99.68944099378882,45.25907648924921
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,50,0.1,IoU,672,869,18,43.608046722907204,97.3913043478261,60.24204392649036
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,50,0.1,S-IoU,614,927,5,39.844256975989616,99.19224555735056,56.85185185185184
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,50,0.2,IoU,656,356,34,64.82213438735178,95.07246376811594,77.08578143360752
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,50,0.2,S-IoU,578,434,11,57.11462450592886,98.13242784380306,72.20487195502811
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,50,0.25,IoU,648,253,42,71.92008879023307,93.91304347826087,81.45820238843496
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,50,0.25,S-IoU,563,338,13,62.48612652608213,97.74305555555556,76.23561272850374
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,50,0.3,IoU,632,182,58,77.64127764127764,91.59420289855072,84.04255319148938
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,50,0.3,S-IoU,548,266,19,67.32186732186733,96.64902998236332,79.36278059377261
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,50,0.4,IoU,611,97,79,86.29943502824858,88.55072463768116,87.41058655221744
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,50,0.4,S-IoU,526,182,29,74.29378531073446,94.77477477477477,83.29374505146477
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,50,0.5,IoU,582,59,108,90.79563182527302,84.34782608695653,87.45304282494365
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,50,0.5,S-IoU,506,135,53,78.93915756630265,90.51878354203936,84.33333333333334
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,50,0.6,IoU,542,35,148,93.93414211438474,78.55072463768116,85.55643251775848
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,50,0.6,S-IoU,474,103,106,82.14904679376083,81.72413793103448,81.93604148660329
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,50,0.7,IoU,504,17,186,96.73704414587331,73.04347826086956,83.23699421965317
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,50,0.7,S-IoU,445,76,156,85.41266794625719,74.04326123128119,79.32263814616756
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,50,0.8,IoU,424,4,266,99.06542056074767,61.44927536231884,75.84973166368516
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,50,0.8,S-IoU,381,47,243,89.01869158878505,61.057692307692314,72.43346007604563
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,50,0.9,IoU,233,1,457,99.57264957264957,33.768115942028984,50.43290043290044
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,50,0.9,S-IoU,217,17,440,92.73504273504274,33.02891933028919,48.70931537598204
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,75,0.05,IoU,607,1586,83,27.678978568171452,87.97101449275362,42.10891432535553
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,75,0.05,S-IoU,517,1676,10,23.575011399908803,98.10246679316889,38.01470588235294
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,75,0.1,IoU,602,939,88,39.0655418559377,87.2463768115942,53.966831017480956
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,75,0.1,S-IoU,506,1035,15,32.83582089552239,97.12092130518234,49.07856450048497
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,75,0.2,IoU,586,426,104,57.905138339920946,84.92753623188406,68.86016451233841
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,75,0.2,S-IoU,485,527,22,47.92490118577075,95.66074950690336,63.85780118499012
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,75,0.25,IoU,577,324,113,64.03995560488346,83.6231884057971,72.53299811439346
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,75,0.25,S-IoU,477,424,26,52.94117647058824,94.83101391650099,67.94871794871796
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,75,0.3,IoU,562,252,128,69.04176904176904,81.44927536231884,74.73404255319149
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,75,0.3,S-IoU,466,348,31,57.24815724815725,93.7625754527163,71.09077040427155
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,75,0.4,IoU,546,162,144,77.11864406779661,79.13043478260869,78.11158798283262
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,75,0.4,S-IoU,452,256,46,63.84180790960452,90.76305220883533,74.95854063018241
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,75,0.5,IoU,524,117,166,81.74726989079562,75.94202898550725,78.73779113448535
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,75,0.5,S-IoU,441,200,69,68.79875195007801,86.47058823529412,76.62901824500435
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,75,0.6,IoU,499,78,191,86.48180242634315,72.31884057971014,78.76874506708761
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,75,0.6,S-IoU,416,161,120,72.09705372616985,77.61194029850746,74.7529200359389
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,75,0.7,IoU,472,49,218,90.59500959692899,68.40579710144927,77.95210569777043
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,75,0.7,S-IoU,396,125,168,76.00767754318618,70.2127659574468,72.99539170506914
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,75,0.8,IoU,405,23,285,94.62616822429906,58.69565217391305,72.45080500894456
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,75,0.8,S-IoU,345,83,250,80.60747663551402,57.98319327731093,67.44868035190616
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,75,0.9,IoU,227,7,463,97.00854700854701,32.89855072463768,49.13419913419913
co_dino_swinL_v1,Co-DINO Swin-L (v1),test,bbox,75,0.9,S-IoU,197,37,445,84.1880341880342,30.68535825545171,44.97716894977169
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,50,0.05,IoU,922,4959,849,15.67760584934535,52.06098249576511,24.098274960794562
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,50,0.05,S-IoU,975,4906,600,16.578813127019217,61.904761904761905,26.15343347639485
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,50,0.1,IoU,893,3428,878,20.666512381393197,50.42348955392434,29.317137229152983
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,50,0.1,S-IoU,877,3444,632,20.29622772506364,58.117958913187536,30.085763293310464
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,50,0.2,IoU,834,1806,937,31.590909090909093,47.09203839638622,37.81455452278394
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,50,0.2,S-IoU,736,1904,691,27.878787878787882,51.57673440784863,36.19375461027784
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,50,0.25,IoU,793,1342,978,37.142857142857146,44.776962168266515,40.604198668714794
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,50,0.25,S-IoU,665,1470,725,31.147540983606557,47.84172661870504,37.730496453900706
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,50,0.3,IoU,753,1037,1018,42.06703910614525,42.51835121400339,42.291491154170174
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,50,0.3,S-IoU,609,1181,757,34.022346368715084,44.58272327964861,38.59315589353613
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,50,0.4,IoU,653,725,1118,47.38751814223512,36.87182382834557,41.473483645601775
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,50,0.4,S-IoU,508,870,879,36.86502177068215,36.62581110310021,36.74502712477396
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,50,0.5,IoU,551,562,1220,49.50584007187781,31.11236589497459,38.21081830790568
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,50,0.5,S-IoU,431,682,1015,38.72416891284816,29.806362378976488,33.68503321610004
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,50,0.6,IoU,436,467,1335,48.28349944629014,24.618859401468097,32.61032161555722
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,50,0.6,S-IoU,358,545,1175,39.64562569213732,23.352902804957598,29.39244663382594
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,50,0.7,IoU,312,381,1459,45.02164502164502,17.6171654432524,25.324675324675326
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,50,0.7,S-IoU,269,424,1351,38.81673881673882,16.604938271604937,23.259835711197578
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,50,0.8,IoU,190,284,1581,40.08438818565401,10.728402032749859,16.926503340757236
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,50,0.8,S-IoU,173,301,1510,36.49789029535865,10.279263220439692,16.040797403801577
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,50,0.9,IoU,54,136,1717,28.421052631578945,3.0491247882552233,5.50739418663947
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,50,0.9,S-IoU,62,128,1699,32.631578947368425,3.520726859738785,6.355715017939517
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,75,0.05,IoU,452,5429,1319,7.6857677265771125,25.52230378317335,11.813904861474123
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,75,0.05,S-IoU,508,5373,791,8.637986736949498,39.107005388760584,14.150417827298051
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,75,0.1,IoU,433,3888,1338,10.020828511918538,24.44946357989836,14.215364412344055
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,75,0.1,S-IoU,463,3858,832,10.71511224253645,35.75289575289575,16.48860398860399
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,75,0.2,IoU,416,2224,1355,15.757575757575756,23.489553924336533,18.86193606891861
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,75,0.2,S-IoU,398,2242,900,15.075757575757576,30.662557781201848,20.213306246825802
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,75,0.25,IoU,392,1743,1379,18.360655737704917,22.134387351778656,20.07168458781362
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,75,0.25,S-IoU,360,1775,947,16.861826697892273,27.54399387911247,20.918070889018015
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,75,0.3,IoU,371,1419,1400,20.726256983240223,20.948616600790515,20.836843583263132
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,75,0.3,S-IoU,335,1455,981,18.71508379888268,25.455927051671733,21.571152607855765
