experiment,split,mechanism,overlap,score_thr,metric,TP,FP,FN,precision,recall,f1
juniperus_seg_homogeneous_20260905_105741,field_work,btm_forest_ensemble_weighted,50,0.05,S-IoU,1851,977,148,65.45261669024045,92.59629814907454,76.69359850839031
juniperus_seg_homogeneous_20260905_105741,field_work,btm_forest_ensemble_weighted,50,0.08,S-IoU,1656,593,215,73.63272565584704,88.50881881346874,80.38834951456312
juniperus_seg_homogeneous_20260905_105741,field_work,btm_forest_ensemble_weighted,50,0.1,S-IoU,1521,456,268,76.93474962063733,85.01956400223588,80.77535847052577
juniperus_seg_homogeneous_20260905_105741,field_work,btm_forest_ensemble_weighted,50,0.12,S-IoU,1422,322,326,81.53669724770643,81.35011441647598,81.44329896907216
juniperus_seg_homogeneous_20260905_105741,field_work,btm_forest_ensemble_weighted,50,0.15,S-IoU,1305,218,399,85.68614576493762,76.58450704225352,80.88007437248218
juniperus_seg_homogeneous_20260905_105741,field_work,btm_forest_ensemble_weighted,50,0.18,S-IoU,1171,157,489,88.17771084337349,70.54216867469879,78.38018741633199
juniperus_seg_homogeneous_20260905_105741,field_work,btm_forest_ensemble_weighted,50,0.2,S-IoU,1070,126,569,89.4648829431438,65.2837095790116,75.48500881834215
juniperus_seg_homogeneous_20260905_105741,field_work,btm_forest_ensemble_weighted,50,0.22,S-IoU,942,94,695,90.92664092664093,57.544288332315205,70.48260381593715
juniperus_seg_homogeneous_20260905_105741,field_work,btm_forest_ensemble_weighted,50,0.25,S-IoU,734,49,924,93.74201787994892,44.27020506634499,60.139287177386315
juniperus_seg_homogeneous_20260905_105741,field_work,btm_forest_ensemble_weighted,50,0.3,S-IoU,171,1,1590,99.4186046511628,9.710391822827939,17.692705638903263
juniperus_seg_homogeneous_20260905_105741,field_work,btm_forest_ensemble_weighted,50,0.35,S-IoU,0,0,1771,0.0,0.0,0.0
juniperus_seg_homogeneous_20260905_105741,field_work,btm_forest_ensemble_weighted,50,0.4,S-IoU,0,0,1771,0.0,0.0,0.0
juniperus_seg_homogeneous_20260905_105741,field_work,btm_forest_ensemble_weighted,50,0.45,S-IoU,0,0,1771,0.0,0.0,0.0
juniperus_seg_homogeneous_20260905_105741,field_work,btm_forest_ensemble_weighted,50,0.5,S-IoU,0,0,1771,0.0,0.0,0.0
juniperus_seg_homogeneous_20260905_105741,field_work,btm_forest_ensemble_weighted,50,0.55,S-IoU,0,0,1771,0.0,0.0,0.0
